,condition,trial,sub_task,x,y,xt,yt,cat,resp,rt,acc,correct_resp
13,4F4K,14,2,41.84613396008212,60.15891911530894,1.1936534292689545,61.18046852809472,2,v,0.8971089999995456,incorrect,b
14,4F4K,15,2,71.57690627209077,55.8720274472442,2.215000751359251,57.66591644213875,1,v,0.8606681000001117,correct,v
15,4F4K,16,1,67.15992351529245,49.822705913113424,2.02061954205655,52.46157228080193,2,c,0.8060714000002918,incorrect,n
16,4F4K,17,1,58.22852208757935,70.48102549512397,1.6781313737327428,68.75672732637858,1,n,0.8121381999990263,incorrect,c
17,4F4K,18,1,59.02162446479362,48.94825179214857,1.706036761396245,51.69247488959296,2,c,0.7029371999997238,incorrect,n
18,4F4K,19,1,65.34047454231509,50.81300368097612,1.9455987894752595,53.32840940418752,2,n,0.6908567999998922,correct,n
19,4F4K,20,1,57.83747067121704,41.75881965257118,1.6645406695603902,45.29489588542896,2,n,0.8303463000011106,correct,n
20,4F4K,21,2,45.66078707286318,64.68788606920019,1.2921948337291096,64.6793880160194,2,v,0.7638895999989472,incorrect,b
21,4F4K,22,2,53.25066151051896,44.19373580748058,1.5131131180796358,47.46950040452716,1,b,0.7757636000005732,incorrect,v
22,4F4K,23,1,52.51256508086118,37.91002890439431,1.4900667421346612,41.86981401778619,2,c,0.43116340000051423,incorrect,n
23,4F4K,24,2,55.89234736564453,39.07610780961045,1.5985572587575991,42.90421823875148,1,b,0.7030443999992713,incorrect,v
24,4F4K,25,2,51.02029314912764,35.95451530848486,1.4445386393688329,40.14534631035424,1,v,0.721102499999688,correct,v
25,4F4K,26,1,49.250871466376445,36.08558765998654,1.3923540841337814,40.26045575037007,2,c,1.3219492999996874,incorrect,n
26,4F4K,27,2,25.208906691010597,44.14078861412091,0.8445572929166901,47.42223433614175,2,b,0.7892486999990069,correct,b
27,4F4K,28,1,60.90824327506719,52.82515480181646,1.7742967236903326,55.073683347531365,2,n,0.7393894999986514,correct,n
28,4F4K,29,1,52.56992129828921,47.21809113861313,1.4918449886017682,50.16236295247782,2,n,1.1883812000014586,correct,n
29,4F4K,30,1,63.23634589103368,40.85346440275171,1.862306299022953,44.48690467277929,2,n,0.5693579999988287,correct,n
30,4F4K,31,2,65.34059315896867,48.30310996083915,1.9456035884250515,51.12312001717776,1,v,0.8789005999988149,correct,v
31,4F4K,32,2,32.94551576582571,48.44302696842525,0.9919679907522764,51.24673017368192,2,b,0.6421926000002713,correct,b
32,4F4K,33,1,56.61772843472608,40.02065754112006,1.6228524694078008,43.7445844309201,2,n,0.5686435000006895,correct,n
33,4F4K,34,1,44.45775087766362,60.16165827386629,1.2602697176553863,61.18265616223218,1,c,0.733858000001419,correct,c
34,4F4K,35,1,23.071272724292776,42.68874162761245,0.807838148864857,46.12541242820314,1,c,0.5642421000011382,correct,c
35,4F4K,36,1,62.87194445195899,52.29136075692072,1.8482479761320347,54.61298373533375,2,n,0.49656599999980244,correct,n
36,4F4K,37,1,45.87865984947018,57.64393453568122,1.2980624519609256,59.139518586562005,1,c,0.5928481000009924,correct,c
37,4F4K,38,2,29.84001418886971,45.90487355854293,0.9299341242593414,48.99519628172055,2,b,0.5513166000000638,correct,b
38,4F4K,39,2,38.116416931170335,51.07266585335493,1.1045758634522085,53.554898096675714,2,b,0.5875658000004478,correct,b
39,4F4K,40,1,32.49734621518671,53.13658443976465,0.9827663641643009,55.34163860769596,1,c,0.5268615000004502,correct,c
40,4F4K,41,1,34.52979690788254,47.23258078900652,1.0251918446612325,50.175216776484525,1,c,4.95021319999978,correct,c
41,4F4K,42,2,61.7593530990842,52.89679696359208,1.805978343770438,55.135379723626,1,v,1.1155859000009514,correct,v
42,4F4K,43,2,44.64942586062269,58.43114866433622,1.2653028857657906,59.78508017547121,2,b,0.727185499999905,correct,b
43,4F4K,44,1,52.930811742385934,33.95170545400744,1.503082661845305,38.396753662275614,2,n,0.7575139999989915,correct,n
44,4F4K,45,2,58.5169731179134,46.89027867262892,1.688227340316654,49.871405451046826,1,v,1.2252621000006911,correct,v
45,4F4K,46,1,49.93537150495536,59.34345701463598,1.4123142606489012,60.52568135583177,1,c,1.692148800000723,correct,c
46,4F4K,47,1,29.67420042305792,50.077046371361256,0.9267332326027165,52.68464664079943,1,c,0.6314721999988251,correct,c
47,4F4K,48,2,47.02920862690256,31.207818947334644,1.3294930715285025,36.03916298806795,1,b,1.6314481999997952,incorrect,v
48,4F4K,49,2,62.45349024159798,47.028606949087695,1.832235195349691,49.994217255851495,1,v,0.678598399999828,correct,v
49,4F4K,50,2,75.16480527475014,65.60960452874725,2.3865791080159164,65.36007350554533,1,v,0.6598838000008982,correct,v
50,4F4K,51,1,56.143305364337685,38.08075698688203,1.6069211742490528,42.02101706498253,2,c,0.9274189000007027,incorrect,n
51,4F4K,52,1,58.89324794963776,67.15143853369716,1.7014885448438084,66.4726897020536,1,n,0.8303722000000562,incorrect,c
52,4F4K,53,1,40.28066239809876,50.07364921672586,1.1554220016192385,52.68166904811444,1,c,0.8368833000004088,correct,c
53,4F4K,54,1,59.743634509183096,40.31021655198644,1.7318440643097437,44.002557154991806,2,n,0.599718399998892,correct,n
54,4F4K,55,1,72.9932792181296,63.219690135430845,2.281208599765978,63.572255480255,2,n,0.5815433000007033,correct,n
55,4F4K,56,1,58.602128350737615,49.52515545414721,1.6912194227655668,52.20023371028491,2,c,0.7634573000013916,incorrect,n
56,4F4K,57,1,42.25511163532319,56.59191635691874,1.2038480857120295,58.26790309454528,1,c,0.6542324000001827,correct,c
57,4F4K,58,1,63.88351530019536,50.99251070976517,1.8875376989169352,53.48502056645983,2,n,0.48445519999950193,correct,n
58,4F4K,59,2,55.75027350853082,35.30724399282271,1.5938415419742311,39.57804682937238,1,b,1.6680532999998832,incorrect,v
59,4F4K,60,1,66.38025913925235,50.39017896058979,1.988124045571244,52.95887355911749,2,n,0.6968142000005173,correct,n
60,4F4K,61,2,40.17214473209487,29.765084451556103,1.1528176604315967,34.821016595761506,1,b,0.5572479999991629,incorrect,v
61,4F4K,62,2,53.01207613254071,34.63041945121877,1.505624786592801,38.98701506427948,1,v,1.0245656999995845,correct,v
62,4F4K,63,1,62.65650754123637,39.42129393078639,1.8399865573723,43.21110694539306,2,n,0.739300599998387,correct,n
