,condition,trial,sub_task,x,y,xt,yt,cat,resp,rt,acc,correct_resp
0,4F4K,1,1,67.79907567265958,51.16356093360816,2.0476544428265027,53.72157877317598,2,c,5.0,NA,n
1,4F4K,2,1,47.8080594342897,60.45467050216856,1.3512005149102695,61.58861082691547,1,c,1.1338400000004185,correct,c
2,4F4K,3,2,45.20459359337003,51.394423492108295,1.2799946744899355,53.92473067632905,2,v,1.8432016000006115,incorrect,b
3,4F4K,4,1,42.30356442710182,58.71042572224385,1.2050616310671327,60.1697617166927,1,c,2.3683762999989995,correct,c
4,4F4K,5,2,58.541584148164674,73.17667976996039,1.6890915488969225,70.74917818667156,2,b,1.8758854999996402,correct,b
5,4F4K,6,1,63.892368569486415,40.7920921872327,1.8878852238766255,44.41922793028915,2,c,0.9457173999999213,incorrect,n
6,4F4K,7,2,36.80709058812615,47.310728955861634,1.0749076505381123,50.2950235978956,2,v,3.20533450000039,incorrect,b
7,4F4K,8,1,53.17492294032975,33.73814619294397,1.5107319323810102,38.1307369232596,2,c,2.9134458000007726,incorrect,n
8,4F4K,9,1,26.275330941867296,44.19262438501727,0.8634951192134571,47.48870562074185,1,n,4.732568099998389,incorrect,c
9,4F4K,10,1,42.218477157740594,64.18931795573266,1.2029313524391247,64.51046912760512,1,c,2.349081299998943,correct,c
10,4F4K,11,1,62.31482561377975,44.79297188242085,1.826959646551124,48.0302918914801,2,c,1.123189200001434,incorrect,n
11,4F4K,12,2,50.14213491659736,58.567772871505525,1.418399612781206,60.052336895010114,2,b,2.998495099998763,correct,b
12,4F4K,13,2,41.81070242471947,50.74574562130981,1.1927742955078402,53.35319200254638,2,b,5.0,correct,b
13,4F4K,14,2,56.94897461116466,44.80863270998505,1.6340693788701974,48.044414378271576,1,b,2.991436500000418,incorrect,v
14,4F4K,15,2,64.9125373386858,51.889924274592886,1.9283622867845644,54.35975348578384,1,b,1.6501024999997753,incorrect,v
15,4F4K,16,1,46.74185316070037,41.97454231986111,1.321572521089579,45.486102189711154,2,c,4.241184300000896,incorrect,n
16,4F4K,17,2,45.37974674578353,36.110021719949486,1.284665180895177,40.2236939738575,1,b,5.0,incorrect,v
17,4F4K,18,2,58.65611523529349,37.31134633549559,1.6931190952726178,41.29367504001839,1,v,2.1063293000006524,correct,v
18,4F4K,19,1,42.09015730091388,62.018127850739454,1.1997258055544835,62.83210360149988,1,c,1.7558062999996764,correct,c
19,4F4K,20,1,46.304678278748085,33.769925663481025,1.3096128187349698,38.1585794328058,2,c,3.6878641999992396,incorrect,n
20,4F4K,21,2,69.55040792755918,46.28774135110916,2.123600281517445,49.37647356546037,1,v,1.5588312999989284,correct,v
21,4F4K,22,1,56.292969648431786,48.58353255357938,1.6119299944079104,51.43357171137204,2,c,2.4765531000011833,incorrect,n
