,condition,trial,sub_task,x,y,xt,yt,cat,resp,rt,acc,correct_resp
0,4F4K,1,2,44.69316100823061,49.88000402320233,1.266454134881876,52.2324109189836,2,b,2.639731199999005,correct,b
1,4F4K,2,1,65.13922568897952,44.67825138093912,1.9374737588712856,47.67140589419504,2,n,2.2762108000006265,correct,n
2,4F4K,3,1,39.398476773796496,55.61158324652602,1.1344195520830924,57.11523069639368,1,n,1.4994370000003983,incorrect,c
3,4F4K,4,2,56.73738690979335,62.93518174524504,1.626895524360212,62.96002145516332,2,b,2.798210700000709,correct,b
4,4F4K,5,2,57.45976276169107,46.65331420979274,1.6515182164900222,49.411733767535935,1,b,1.256447299998399,incorrect,v
5,4F4K,6,2,25.971295819134912,38.36077352041866,0.8580531230927674,42.09850610175742,2,v,2.629093499999726,incorrect,b
6,4F4K,7,2,60.29920104608402,67.41327158398914,1.7519675230901195,66.22865980159325,2,b,3.2768551999997726,correct,b
7,4F4K,8,1,49.32983133612926,34.78973613687484,1.3946421020466455,38.98860280311694,2,c,2.998471900000368,incorrect,n
8,4F4K,9,1,53.65135268849514,42.92481585474983,1.5257732563839563,46.12241050940052,2,n,2.038075399999798,correct,n
9,4F4K,10,2,70.2960863582235,59.37979049398254,2.1567853329735405,60.19016843702008,1,b,1.6738708999982919,incorrect,v
10,4F4K,11,2,42.51148094584435,26.186050802681944,1.2102829971579507,31.816653288319547,1,b,2.221644799999922,incorrect,v
11,4F4K,12,2,48.49009539092814,35.100076540024176,1.3705005068637448,39.25669371069901,1,v,3.320018099999288,correct,v
12,4F4K,13,1,41.486441865242455,55.582703109085934,1.1847587006999398,57.09118730620571,1,n,2.488572899999781,incorrect,c
13,4F4K,14,2,63.296125993818265,72.39384368693513,1.8646227571139773,69.52539383241484,2,v,2.8785351000005903,incorrect,b
14,4F4K,15,1,54.14964776323319,69.24840513990674,1.541665136417962,67.48766569221905,1,n,3.999836700000742,incorrect,c
15,4F4K,16,1,51.531111925870576,62.54441829345154,1.459964569143926,62.66263113831764,1,c,3.1077234000003955,correct,c
16,4F4K,17,1,56.556854365792965,40.22109831437407,1.6207994963809491,43.73488878779759,2,c,1.7846652000007452,incorrect,n
17,4F4K,18,2,45.23789565059013,35.86802797144899,1.2808813737042395,39.92209183698123,1,b,1.8374858999995922,incorrect,v
18,4F4K,19,1,61.032973699807,43.38356054156973,1.77890468372051,46.52782101875911,2,c,2.2762886000000435,incorrect,n
19,4F4K,20,2,67.12617691605048,54.41998386037245,2.0192020882762,56.11785030073002,1,v,1.3538339999995515,correct,v
20,4F4K,21,2,26.43851349067242,46.2816613982085,0.8664301817976257,49.08482460776352,2,v,3.8648198999999295,incorrect,b
21,4F4K,22,2,54.0635014088616,39.67984622632827,1.538905926522936,43.25800911706564,1,v,3.174451000000772,correct,v
22,4F4K,23,2,42.43869991320917,63.3715085330756,1.2084526930124628,63.28990523798054,2,v,0.8182342000000062,incorrect,b
23,4F4K,24,2,43.53982209482693,53.90281558707915,1.2364420827988123,55.68171377432992,2,b,1.9591483999993216,correct,b
24,4F4K,25,1,49.06373700331565,35.105859333558215,1.3869464728953584,39.261693788188325,2,c,2.2695418000002974,incorrect,n
25,4F4K,26,2,47.676047983852754,30.0507685816364,1.3474964194903962,34.966755890511486,1,b,1.3036889000013616,incorrect,v
26,4F4K,27,2,41.52224699881424,60.60768185393192,1.185641137491834,61.162526220399165,2,v,0.8661959000000934,incorrect,b
27,4F4K,28,1,58.496249348306506,72.49330605309304,1.6874999746011214,69.58723689204919,1,c,0.7150655999994342,correct,c
28,4F4K,29,2,61.479701518435725,47.81751466258552,1.7955067112884189,50.43346131029632,1,b,2.1548540000003413,incorrect,v
29,4F4K,30,2,47.68733679729604,31.443699412134297,1.347812773691926,36.13314976703462,1,v,3.701759599998695,correct,v
30,4F4K,31,1,58.46435757566682,45.64846113355654,1.6863812449412776,48.527178709461616,2,n,1.3098085000001447,correct,n
31,4F4K,32,1,46.522279739944565,34.03537902169621,1.3155521066592757,38.33903077349132,2,n,0.8546180999983335,correct,n
32,4F4K,33,2,64.32909662905826,46.00338465433268,1.905108149068968,48.839850568323705,1,v,1.1095657000005303,correct,v
33,4F4K,34,2,47.687404324193096,64.88066969224982,1.3478146662681616,64.41254994985971,2,v,4.198665799998707,incorrect,b
34,4F4K,35,1,38.98386738453704,59.58794163141535,1.1246811265222831,60.35610689708224,1,n,1.5342334999986633,incorrect,c
35,4F4K,36,2,47.91141198785613,40.62358172804605,1.3541075782611742,44.08982900444936,1,b,1.5951535000003787,incorrect,v
36,4F4K,37,1,63.04854765886438,50.063961458268544,1.8550478871182705,52.39202330655179,2,c,0.9153095000001485,incorrect,n
37,4F4K,38,2,57.33054874407416,46.780382831931824,1.6470866590230837,49.52342942092206,1,v,1.115586699999767,correct,v
38,4F4K,39,2,49.14505097829085,35.529091932751484,1.3892936119989605,39.62807864242103,1,b,1.2490972000014153,incorrect,v
39,4F4K,40,2,58.770085818364606,64.67352273094372,1.697136464270345,64.26018229684438,2,v,2.549351999999999,incorrect,b
40,4F4K,41,1,57.40048471823922,67.48881827473626,1.649483722996098,66.28146098904693,1,n,3.709218599999076,incorrect,c
41,4F4K,42,1,35.79670522514195,50.24985149201816,1.052559038348875,52.5531554102736,1,n,0.9999035999990156,incorrect,c
42,4F4K,43,2,54.47575938795189,43.31625586748444,1.552155158925813,46.468344216943045,1,v,5.0,incorrect,v
43,4F4K,44,1,48.4075252612268,62.998655634200645,1.3681493798300932,63.00815480303355,1,c,1.473551500001122,correct,c
44,4F4K,45,1,68.84129728932807,55.411113132774666,2.092516383761953,56.94819851516418,2,n,1.2916060000006837,correct,n
45,4F4K,46,1,40.672575535310926,26.15458810677749,1.1648767077880726,31.791590464810024,2,c,1.3401902000005066,incorrect,n
46,4F4K,47,1,56.115467868376,41.32271342934181,1.6059912538738794,44.70690088647925,2,c,1.352470899999389,incorrect,n
47,4F4K,48,2,63.55544289888271,44.977369062044765,1.8747046013762232,47.93538623304614,1,b,0.9578404000003502,incorrect,v
48,4F4K,49,2,54.80425829843202,46.96699037322552,1.5627941378050274,49.68738731118537,1,v,1.5403988999987632,correct,v
49,4F4K,50,2,33.190721654649906,52.0197359139944,0.9970388663404264,54.07863674193322,2,v,1.17019529999925,incorrect,b
50,4F4K,51,1,42.817919255193566,57.58507728225194,1.218019793181852,58.74172673129358,1,n,0.788190699999177,incorrect,c
51,4F4K,52,1,44.75047338411655,59.600498360905554,1.267964365988919,60.36610297551158,1,c,0.8546377000002394,correct,c
52,4F4K,53,1,63.15635393072788,76.79337094969603,1.8592111396356157,72.09988591260095,1,n,2.9733794999992824,incorrect,c
53,4F4K,54,1,61.793228205181705,42.379529789193846,1.8072509466113305,45.64051322990587,2,n,0.8670352999997704,correct,n
54,4F4K,55,1,58.03907473728518,46.37911022930431,1.6715334688727654,49.17057198728482,2,c,1.7831631999997626,incorrect,n
55,4F4K,56,2,28.887294054419907,48.18372351748559,0.9116922530136448,50.75401635931173,2,v,0.8247769000008702,incorrect,b
56,4F4K,57,1,40.95775279710502,55.00295671333429,1.1718050592727025,56.60715289110638,1,n,2.258027600000787,incorrect,c
57,4F4K,58,1,52.62746586728832,56.389212741181154,1.4936312072645466,57.76008297842305,1,c,1.3644270000004326,correct,c
58,4F4K,59,2,37.84481069652851,48.924440652295154,1.0983549214490544,51.40096946015555,2,v,1.686074400000507,incorrect,b
59,4F4K,60,2,36.673056033470544,52.20819433727572,1.0719158711922296,54.24006376966091,2,v,0.9577874999995402,incorrect,b
60,4F4K,61,2,51.495019799915546,44.68527026679136,1.4588692554070632,47.67760153067173,1,b,0.5569682999994257,incorrect,v
61,4F4K,62,1,58.59468793416427,40.53533589187936,1.6909577790375834,44.01198595628409,2,n,1.764978200000769,correct,n
62,4F4K,63,1,68.76612758382349,50.14209891621889,2.089248105308564,52.4597734288426,2,c,1.7406743000010465,incorrect,n
63,4F4K,64,1,59.01421372051965,46.75715303613432,1.7057738778131757,49.50301298172685,2,c,1.1945396999999502,incorrect,n
64,4F4K,65,2,54.75089389673265,39.05423773180348,1.561060895854694,42.70755212694467,1,v,0.9942252000000735,correct,v
65,4F4K,66,1,39.89740558698615,50.95424896479692,1.1462503446542711,53.1622338447842,1,n,2.130004000000554,incorrect,c
66,4F4K,67,2,47.38644947702647,58.63177116226585,1.3394061378127653,59.59025455212224,2,v,0.7893735999987257,incorrect,b
67,4F4K,68,1,61.13986603627036,46.6057779146177,1.782863166142656,49.36993837624566,2,c,0.7757481999997253,incorrect,n
68,4F4K,69,2,46.8351356764826,64.19116877877052,1.3241385364195462,63.90323334986768,2,b,0.9449013000012201,correct,b
69,4F4K,70,1,25.457707424550165,38.78700106354273,0.8489380726806034,42.47269759181158,1,c,1.0670358000006672,correct,c
70,4F4K,71,1,44.475974380903175,60.19341421509138,1.2607473837053322,60.83624479242978,1,n,2.342463500001031,incorrect,c
71,4F4K,72,2,41.51979103075002,56.35336352872692,1.1855805878469234,57.73046470253824,2,v,1.3820150000010472,incorrect,b
72,4F4K,73,2,43.63023762934936,63.51702074480077,1.2387689515041238,63.39940014652951,2,b,0.6243928000003507,correct,b
73,4F4K,74,2,46.83225529534685,61.12811644045334,1.3240592284022548,61.56978691658996,2,v,2.246804099999281,incorrect,b
74,4F4K,75,1,50.3273465323905,40.16240688416247,1.423872923738044,43.68315204177318,2,c,0.9714364999999816,incorrect,n
75,4F4K,76,2,36.1206219727491,50.30848129801493,1.0596726480716334,52.603943150571226,2,b,1.570764500000223,correct,b
76,4F4K,77,1,37.237948384411126,51.99012725256118,1.0845814881943037,54.05325619937408,1,n,1.4736380000013014,incorrect,c
77,4F4K,78,1,50.28022090732975,64.22049677715614,1.4224782831671137,63.92502171602404,1,n,0.8121526999984781,incorrect,c
78,4F4K,79,1,50.76373578868572,34.08648708878303,1.436852603608621,38.38294241993104,2,c,1.988719900000433,incorrect,n
79,4F4K,80,2,46.9461885834893,55.30053814397998,1.3271998768177826,56.85593202958746,2,b,1.2979097000006732,correct,b
80,4F4K,81,1,56.52319628799422,68.96694585060965,1.6196654956192358,67.29781491357417,1,n,3.1317460000009305,incorrect,c
81,4F4K,82,2,61.01817906901029,40.62769687372702,1.7783574955204855,44.09345931395041,1,v,3.9998441000007006,correct,v
82,4F4K,83,2,45.40085483785233,56.8844844669234,1.2852291833118878,58.16815247746633,2,v,1.6011471999991045,incorrect,b
83,4F4K,84,2,49.52076172955103,52.724949582632526,1.4001902364949843,54.68161132164455,2,b,2.2823234999996203,correct,b
84,4F4K,85,2,67.24583718324186,56.73477627811697,2.0242326548725784,58.04502538376829,1,b,2.296578199999203,incorrect,v
85,4F4K,86,1,50.7993948926814,65.33035026392349,1.4379184396168383,64.74137461512572,1,n,1.1595654000011564,incorrect,c
86,4F4K,87,1,38.70106112017709,47.61945812802596,1.1180865216906843,50.25991725380166,1,c,1.8686462999994546,correct,c
87,4F4K,88,2,69.68450699045036,59.221653631784456,2.1295302296023784,60.06380736268849,1,v,1.6739297999993141,correct,v
88,4F4K,89,2,50.64236949631885,42.426547661016514,1.433230931640194,45.68206323935731,1,b,0.8624897000008787,incorrect,v
89,4F4K,90,1,77.85492062009826,57.89744123333011,2.523887523922423,58.99602792493609,2,n,1.5768262999990839,correct,n
90,4F4K,91,2,64.09644715930301,45.67451777649359,1.8959138563980955,48.55014143351208,1,v,3.822329999999056,correct,v
91,4F4K,92,1,58.44372891882282,48.66723318177494,1.6856580085234685,51.17654747296879,2,n,2.416648399999758,correct,n
92,4F4K,93,2,31.065154778800714,54.79864018451389,0.9539295596522548,56.43595308268397,2,b,0.7857894000007946,correct,b
93,4F4K,94,2,62.0195226834318,48.040683746439,1.8157752982343,50.62886117641879,1,v,1.5540758999995887,correct,v
94,4F4K,95,2,36.08444823538005,47.87010093515035,1.058875849602384,50.479518629866405,2,b,1.3887418000012985,correct,b
95,4F4K,96,2,47.32730075710037,64.43319702118433,1.3377597304672657,64.08271190350085,2,b,0.8606789999994362,correct,b
96,4F4K,97,2,54.44590085294564,46.79746277566154,1.551191739217644,49.538439955063,1,v,2.5984134999998787,correct,v
97,4F4K,98,2,48.5324952840751,31.805162932674925,1.371709383953461,36.43816196823438,1,b,3.734234600000491,incorrect,v
98,4F4K,99,2,49.57993953419111,34.10626582324058,1.4019143261753984,38.39994004162221,1,v,0.7283998999992036,correct,v
