condition,trial,sub_task,x,y,xt,yt,cat,resp,rt
4F4K,1,1,26.726683369215003,39.72479402884689,0.8716376992971961,43.70677558484167,1,c,1.276542999999947
4F4K,2,2,26.517081014803182,37.144026669706776,0.8678468827040333,41.35967419509925,2,b,1.4031871250044787
4F4K,3,2,25.668243919374053,68.52813471233742,0.8526628569866755,68.27587087560374,2,b,1.2298725000000559
4F4K,4,2,36.84939243133236,46.81740610308393,1.0758536005494352,50.19414024567743,1,b,1.0729720829986036
4F4K,5,2,31.713435149978586,49.61579741424122,0.9668761814225876,52.730612489007434,1,v,0.9904151659866329
4F4K,6,2,23.854044919847933,46.972327098580465,0.8210951663149063,50.335229302585326,2,v,1.2078916250029579
4F4K,7,2,24.840099159245142,37.11123869896375,0.8381050405405983,41.32999241762729,2,v,1.958524417001172
4F4K,8,2,36.38224353588952,62.74550966909764,1.0654532604851452,63.93924414162017,1,b,1.3750067920045694
