,condition,trial,sub_task,x,y,xt,yt,cat,resp,rt,acc,correct_resp
0,4F4K,1,1,25.852698622539418,37.66897476324181,0.8559396345114983,41.47109105842557,1,c,5.0,NA,c
1,4F4K,2,2,63.748752259728015,53.04875054869673,1.8822556213165995,54.97060838019383,1,b,1.1572212999999465,incorrect,v
2,4F4K,3,1,47.88215239954499,33.42922983865044,1.3532839410069883,37.78878697726623,2,n,1.0624428000010084,correct,n
3,4F4K,4,1,40.80656555773081,63.86778484779191,1.1681268645072849,63.697640160225504,1,n,2.074892299999192,incorrect,c
4,4F4K,5,2,31.30717394405956,43.339638592779565,0.958742451080982,46.480556331490725,2,v,0.8669363000008161,incorrect,b
5,4F4K,6,1,57.07060375202725,42.91294315552049,1.6382075092767352,46.10250409143115,2,c,0.7772463000001153,incorrect,n
6,4F4K,7,2,40.91975819811532,52.61240508646312,1.1708796104692474,54.59779799866296,2,v,1.7287194999989879,incorrect,b
7,4F4K,8,1,52.72930370972006,31.69594346056412,1.4967975593809155,36.31156401093047,2,n,1.0854315999986284,correct,n
8,4F4K,9,2,52.49527149483328,34.69261307564325,1.4895309955514664,38.87699422995637,1,b,0.8790248000004794,incorrect,v
9,4F4K,10,2,42.13676585755984,49.84824872292967,1.200889140692308,52.210979696311824,2,v,1.3888852000000043,incorrect,b
10,4F4K,11,1,41.25556236532094,50.681369989427566,1.1790843014700427,52.93454959831686,1,n,1.372950300001321,incorrect,c
11,4F4K,12,2,72.33325416407081,61.24655055947292,2.250113265061404,61.69232252792632,1,b,1.6194605000000593,incorrect,v
12,4F4K,13,2,36.64252521949403,53.25385179581734,1.0712355594811491,55.14542543820659,2,b,2.7071519999990414,correct,b
13,4F4K,14,1,49.18038589424967,59.16559639118187,1.3903147968889469,60.04503408743567,1,n,1.3281698000009783,incorrect,c
14,4F4K,15,1,42.42323622359218,33.09167002547991,1.2080641673854002,37.4995914845544,2,n,4.668167900001208,correct,n
15,4F4K,16,2,52.13351975740928,46.81172382664796,1.4783681622747094,49.55033619299852,1,v,2.098882099999173,correct,v
16,4F4K,17,2,39.75848660586465,51.94933996909008,1.1429439045972667,54.02905033185717,2,b,1.3544223999997484,correct,b
17,4F4K,18,1,35.41072230638769,56.32446482588163,1.0441447082479698,57.726759685467954,1,c,1.4861753000004683,correct,c
18,4F4K,19,1,59.2187038157565,68.13717446600306,1.7130427016604917,66.77443109662738,1,n,0.9459651000015583,incorrect,c
19,4F4K,20,1,49.05067083590679,62.01586221034025,1.3865696861331358,62.28928715579423,1,c,1.2673531000000366,correct,c
20,4F4K,21,1,55.48418336344126,64.06739041069325,1.5850468691937112,63.846914378237074,1,c,1.4326753999994253,correct,c
21,4F4K,22,1,39.96232048398906,53.96155956324785,1.1477986753376723,55.74648588358203,1,n,1.4925192000009702,incorrect,c
22,4F4K,23,2,35.57204390904412,48.09015272237114,1.0476532655891535,50.67437780040303,2,b,2.931729699999778,correct,b
23,4F4K,24,2,48.77045133992908,68.33738079735471,1.3785136378237768,66.91242394565612,2,b,1.1764019999991433,correct,b
24,4F4K,25,1,42.22537851984043,34.24978386547356,1.2031039972532485,38.49456081686874,2,n,1.061194300000352,correct,n
25,4F4K,26,2,56.95627328248393,43.46556284789926,1.6343174030209364,46.592116727398974,1,v,2.020001900000352,correct,v
26,4F4K,27,2,61.962302839641794,78.48841661582087,1.8136160770147327,73.05962808495893,2,v,3.582085600000937,incorrect,b
27,4F4K,28,1,61.79745893641478,46.5109534221972,1.8074099475605812,49.28523841377677,2,c,2.505546800000957,incorrect,n
28,4F4K,29,1,55.323412657707486,42.580943165348536,1.579756694754496,45.808344988167725,2,n,1.4495289999995293,correct,n
29,4F4K,30,2,41.69579377905864,57.11972619532167,1.189927613658586,58.38308074018703,2,b,1.121998700000404,correct,b
30,4F4K,31,1,47.15358788977472,53.42909552632633,1.3329361151277996,55.29457527365791,1,c,1.4023579999993672,correct,c
31,4F4K,32,2,45.182576494331606,63.75482305817841,1.279408785197294,63.6129393162749,2,b,0.8972728000007919,correct,b
32,4F4K,33,2,45.85116062504618,58.79960484600713,1.2973203927105896,59.75067043475903,2,b,0.8782919000004767,correct,b
33,4F4K,34,1,42.79457075822729,58.84407595933553,1.2174285657648471,59.78650905803172,1,c,1.1582318999990093,correct,c
34,4F4K,35,2,49.94216441333207,34.63383664900037,1.4125137705670086,38.82617445954104,1,b,1.9242310000008729,incorrect,v
