,condition,trial,sub_task,x,y,xt,yt,cat,resp,rt,acc,correct_resp
0,4F4K,1,2,53.84068580646594,40.65851180827701,1.531792175480917,44.07844418643092,1,v,1.9226966999999604,correct,v
1,4F4K,2,2,64.34517998401526,49.86492373311663,1.9057454075483944,52.155872999262094,1,b,1.7057793999997557,incorrect,v
2,4F4K,3,1,50.32496498346489,65.10807542859112,1.423802411142443,64.48329986405598,1,c,1.262764000000061,correct,c
3,4F4K,4,1,52.46520341251073,69.23521297199437,1.4885999600801494,67.37531515743173,1,c,1.3672842000000855,correct,c
4,4F4K,5,2,65.73906230138357,50.867698821295534,1.96179170336472,53.02180399162872,1,b,0.7893515999999181,incorrect,v
5,4F4K,6,1,45.06477631366934,49.78753971004824,1.2762785988812042,52.088855864114095,1,c,1.1398454000000129,correct,c
6,4F4K,7,2,48.93333512480928,34.5490330511486,1.3831906805385443,38.75281444670537,1,v,1.3766756999998506,correct,v
7,4F4K,8,2,46.94717246971116,40.32839094788522,1.327227030727519,43.78804614897186,1,v,2.5736312000003636,correct,v
8,4F4K,9,1,40.28597711706696,54.179750168229205,1.1555497018412544,55.842349962975256,1,c,1.8738508999999794,correct,c
9,4F4K,10,1,44.41874627535863,64.54578021922369,1.2592479551554567,64.07115474826644,1,c,1.0382423000000927,correct,c
10,4F4K,11,2,45.39749987469722,58.7165676328572,1.2851395230712577,59.575576358143216,2,v,1.4083897000000434,incorrect,b
11,4F4K,12,2,50.23927241366336,57.402226890146736,1.4212675584652668,58.51228473039722,2,v,1.5950776999998197,incorrect,b
12,4F4K,13,1,63.1923811776086,46.04010384121472,1.8606045184197384,48.81751895446854,2,c,0.9714667000002919,incorrect,n
13,4F4K,14,1,51.01716453674858,62.910204208179664,1.4444446641141864,62.84949256876156,1,n,0.6738891999998486,incorrect,c
14,4F4K,15,2,49.60386905415002,31.784132942047464,1.4026120928651655,36.398392026676014,1,v,1.2975617000001876,correct,v
15,4F4K,16,1,52.55844579988764,42.55895041865704,1.4914890376518075,45.75246796881652,2,n,1.2434816999998475,correct,n
16,4F4K,17,1,65.92261131629495,52.87946105216199,1.9692937668902304,54.74306507298619,2,c,1.1717485999997734,incorrect,n
17,4F4K,18,1,54.120443851932926,39.867124849356856,1.540729200906625,43.38258223893363,2,n,2.0956820999999763,correct,n
18,4F4K,19,2,52.52565978354824,36.25057939658974,1.490472537618476,40.22249243537185,1,v,1.2248339000002488,correct,v
19,4F4K,20,1,59.530524564606665,42.95444365557129,1.7241863830510198,46.10107420418727,2,c,1.79521990000012,incorrect,n
20,4F4K,21,2,53.34358144163058,46.118599740506426,1.5160396053153593,48.88645000455839,1,b,0.8379839999997785,incorrect,v
21,4F4K,22,2,60.83324412789607,71.7927822676784,1.7715317520547034,69.04035809977839,2,v,1.2339674999998351,incorrect,b
22,4F4K,23,2,63.77048550643048,52.41812519902189,1.883106461646964,54.35041743605323,1,v,0.9213385999996717,correct,v
23,4F4K,24,1,44.15114435550964,52.52752014568812,1.2522601721181104,54.44364258191745,1,n,0.9577262999996492,incorrect,c
24,4F4K,25,2,59.091698885966814,43.8860442368272,1.7085245362624657,46.92212181225682,1,v,1.7102909000000182,correct,v
25,4F4K,26,1,39.22285230351187,51.97936232582872,1.13028419835421,53.97579362202965,1,c,2.168396500000199,correct,c
26,4F4K,27,1,48.5531366436817,61.39334294454089,1.372298282298512,61.68766520318118,1,n,1.1215738999999303,incorrect,c
27,4F4K,28,2,56.53822286177608,69.20789045401814,1.620171669659099,67.35698074097887,2,b,1.607137700000294,correct,b
28,4F4K,29,1,50.66972820075271,33.012042958278336,1.4340465405445602,37.43822828839669,2,c,1.3157953999998426,incorrect,n
29,4F4K,30,1,38.94274281973989,49.52175248710478,1.1237197538886965,51.85847706341696,1,c,2.7860375000000204,correct,c
30,4F4K,31,2,57.46133655123729,48.50512640426704,1.6515722650150624,50.9746381564654,1,v,2.5553353999998762,correct,v
31,4F4K,32,1,63.44755804892815,53.952618481622565,1.870503598630039,55.65115501581245,2,c,1.1049810999998044,incorrect,n
32,4F4K,33,2,38.91088553579275,53.41011688609443,1.1229755882111625,55.19305108833765,2,b,1.121571899999708,correct,b
33,4F4K,34,1,57.045247858066986,45.63776579469114,1.6373439740340734,48.46401715426016,2,n,1.0143616000000293,correct,n
34,4F4K,35,1,44.63204070873086,65.03882817005832,1.2648455436419006,64.4327667953171,1,n,2.7010645000000295,incorrect,c
35,4F4K,36,2,49.0071220435652,61.91345082452174,1.3853146162582568,62.08904359130206,2,v,0.7392703999998957,incorrect,b
36,4F4K,37,1,57.1522502638186,73.82551409538787,1.640991206434224,70.28853153285728,1,c,1.2065781000001152,correct,c
37,4F4K,38,2,39.6424493817977,49.09261349626035,1.140189389814752,51.485884214460725,2,b,0.9107082000000446,correct,b
38,4F4K,39,1,69.71061495882046,54.02466717815298,2.130686665322245,55.71184332215438,2,n,1.3764879999998811,correct,n
39,4F4K,40,2,63.70657551219617,47.49102235391933,1.880605530028005,50.08930259005507,1,v,2.295900099999926,correct,v
40,4F4K,41,1,31.19791254251733,44.766557700648896,0.9565666350645836,47.69763050793784,1,n,3.20305129999997,incorrect,c
41,4F4K,42,2,42.77133487412776,54.46449231537578,1.2168404748247243,56.08152321855415,2,b,1.1943863999999849,correct,b
42,4F4K,43,2,38.83279015648087,52.0449364993946,1.121153414478594,54.03185360255894,2,b,1.5114376999999877,correct,b
43,4F4K,44,2,60.21009318461668,77.82489752766895,1.7487242278251305,72.5371068030393,2,v,0.6452687999999398,incorrect,b
44,4F4K,45,2,44.39537293346118,30.72217610680357,1.2586360653113593,35.507478448758256,1,b,1.5904458999998496,incorrect,v
45,4F4K,46,2,56.39278304203549,70.84288365093127,1.6152791281779582,68.43394821321692,2,v,1.7653103000002375,incorrect,b
46,4F4K,47,1,61.68552046925748,49.03002033783129,1.803207741110648,51.43147675018513,2,n,0.807606300000316,correct,n
47,4F4K,48,2,38.92556995925501,43.69962164166998,1.123318545659806,46.75785101555171,2,v,0.88488980000011,incorrect,b
