Unnamed: 0,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,Endpoint_Theta,movement_time,movement_initiation_time,difference
0,0,0,0,-0.446042761,1,1,90,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1,94.03534638,0.0998459,0.4342138,4.035346379999993
0,0,0,0,0.910311411,2,1,-90,,1,-95.89830605,0.0838389,0.5161223,5.898306050000002
0,0,0,0,1.159875875,3,1,0,,1,1.793051317,0.115645,0.40135,1.793051317
0,0,0,0,-0.087677468,4,1,180,,1,173.2581934,0.0838275,0.416182,6.74180659999999
0,0,0,0,1.739472843,5,1,75,,1,64.76858268,0.0381883,0.4288771,10.231417320000006
0,0,0,0,0.073899495,6,1,60,,1,66.92198692,0.0828442,0.4312349,6.921986919999995
0,0,0,0,-1.703741862,7,1,-45,,1,-32.23727163,0.0978204,0.3352003,12.762728369999998
0,0,0,0,2.188064988,8,1,30,,1,34.50552878,0.0669033,0.4321702,4.505528779999999
0,0,0,0,-1.103373754,9,1,-135,,1,-149.7615772,0.0658946,0.3501441,14.761577200000005
0,0,0,0,-2.083039002,10,1,135,,1,134.446622,0.149806,0.6161754,0.5533780000000093
0,0,0,0,-1.250265994,11,1,45,,1,47.78896833,0.0997928,0.3831969,2.788968330000003
0,0,0,0,1.130987442,12,1,15,,1,19.18244245,0.0998358,0.3331929,4.18244245
0,0,0,0,2.054579584,13,2,0,,1,5.962494622,0.066823,0.8501958,5.962494622
0,0,0,0,-0.323324809,14,2,45,,1,48.24187999,0.0998817,0.469181,3.241879990000001
0,0,0,0,0.824524063,15,2,30,,1,31.31197779,0.0838484,0.4161938,1.3119777900000003
0,0,0,0,-1.757960642,16,2,-45,,1,-38.42447,0.1168464,0.4502094,6.5755300000000005
0,0,0,0,-0.494169615,17,2,90,,1,94.02901989,0.1148702,0.4181528,4.029019890000001
0,0,0,0,-0.097780307,18,2,180,,1,174.6372084,0.0998206,0.4831688,5.362791600000008
0,0,0,0,1.069616298,19,2,15,,1,13.42573609,0.0998684,0.4671674,1.5742639100000009
0,0,0,0,-1.424840356,20,2,135,,1,135.0650536,0.0828842,0.4331616,0.06505359999999882
0,0,0,0,1.660996089,21,2,-135,,1,-139.4162241,0.0679295,0.367143,4.416224099999994
0,0,0,0,-1.377717074,22,2,60,,1,64.27201993,0.0667805,0.4172073,4.272019929999999
0,0,0,0,-0.360681287,23,2,75,,1,85.32255014,0.0678318,0.367101,10.322550140000004
0,0,0,0,-1.396229887,24,2,-90,,1,-97.82819794,0.0658608,0.3831698,7.8281979399999955
0,0,0,0,-0.374815622,25,3,-45,,1,-48.28494973,0.0998388,0.3161792,3.284949730000001
0,0,0,0,0.029941693,26,3,15,,1,25.48559244,0.0838258,0.3662055,10.485592440000001
0,0,0,0,1.683045491,27,3,30,,1,40.0964274,0.047911,0.4012139,10.096427400000003
0,0,0,0,-1.449597416,28,3,45,,1,49.11660248,0.0838158,0.4991673,4.116602479999997
0,0,0,0,-1.62782567,29,3,0,,1,-4.948115348,0.1158347,0.533191,4.948115348
0,0,0,0,0.597865896,30,3,-135,,1,-141.1911898,0.0838374,0.5162033,6.191189799999989
0,0,0,0,-0.691538476,31,3,180,,1,174.1391661,0.1007767,0.5482042,5.860833899999989
0,0,0,0,-1.176987003,32,3,-90,,1,-93.94465728,0.0657995,0.3681654,3.9446572800000013
0,0,0,0,1.447635338,33,3,60,,1,65.96198449,0.1318103,0.5512184,5.961984490000006
0,0,0,0,-0.463883465,34,3,75,,1,73.09177483,0.0988621,0.4351624,1.9082251699999944
0,0,0,0,-1.792873794,35,3,135,,1,132.9876426,0.1168124,0.5331783,2.0123574000000133
0,0,0,0,-0.581702003,36,3,90,,1,92.1686047,0.1148181,0.4681918,2.168604700000003
0,0,0,0,-0.316920808,37,4,-135,,1,-137.1148256,0.0998502,0.5331486,2.114825599999989
0,0,0,0,1.34325435,38,4,-90,,1,-100.6227408,0.0668192,0.7831954,10.622740800000003
0,0,0,0,0.235509148,39,4,30,,1,33.06002578,0.182759,0.550246,3.0600257799999966
0,0,0,0,-0.170695953,40,4,45,,1,43.06528466,0.0667987,0.4482155,1.9347153399999968
0,0,0,0,-1.46737795,42,4,90,,1,95.88222323,0.0988549,0.5172013,5.882223229999994
0,0,0,0,-0.356338986,43,4,60,,1,54.32659805,0.0838172,0.416162,5.673401949999999
0,0,0,0,0.981688926,44,4,135,,1,131.8134473,0.1008645,0.4672109,3.186552699999993
