,Unnamed: 0,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,no_uncertainty,low_uncertainty,high_uncertainty,unlimited_uncertainty,trial,cycle,target_angle
0,0,1,1,0,0,0,0,0,0.0,1,0,90,92.38594403,0.090963167,0.5294945839999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90
1,0,1,1,0,0,0,0,0,0.0,2,1,90,88.33489394,0.062838,0.249226917,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,90
2,0,1,1,0,0,0,0,0,0.0,3,2,90,88.93415497,0.07018825,0.35174141600000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,90
3,0,1,1,0,0,0,0,0,0.0,4,3,90,90.87690774,0.077369958,0.36213925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,90
4,0,1,1,0,0,0,0,0,0.0,5,4,90,92.84661692,0.09538375,0.44853554100000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,90
5,0,1,1,0,0,0,0,0,0.0,6,5,90,91.9945693,0.039523042,0.342909084,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,90
6,0,1,1,0,0,0,0,0,0.0,7,6,90,92.87676507,0.075815,0.4237665,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,90
7,0,1,1,0,0,0,0,0,0.0,8,7,90,92.26050191,0.06860058299999999,0.12085425,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,90
8,0,1,1,0,0,0,0,0,0.0,9,8,90,90.57872557,0.07681129099999999,0.36334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,90
9,0,1,1,0,0,0,0,0,0.0,10,9,90,88.23372951,0.057161540999999996,0.46713366700000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,90
10,0,1,1,0,0,0,0,0,0.0,11,10,90,90.83841497,0.055424709,0.272616417,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,90
11,0,1,1,0,0,0,0,0,0.0,12,11,90,93.79829522,0.081877667,0.187208209,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,11,90
12,0,1,1,0,0,0,0,0,0.0,13,12,90,90.59371740000002,0.069189,0.42239375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12,90
13,0,1,1,0,0,0,0,0,0.0,14,13,90,90.60950658,0.09083675,0.342384416,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,13,90
14,0,1,1,0,0,0,0,0,0.0,15,14,90,90.0,0.071228417,0.33632129200000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,14,90
15,0,1,1,0,0,0,0,0,0.0,16,15,90,90.30970390000002,0.07639850000000001,0.520600458,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,15,90
16,0,1,1,0,0,0,0,0,0.0,17,16,90,91.12330271,0.081462792,0.404390542,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,16,90
17,0,1,1,0,0,0,0,0,0.0,18,17,90,92.09890593,0.0922245,0.470273417,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,17,90
18,0,1,1,0,0,0,0,0,0.0,19,18,90,92.29061004,0.074062708,0.367246084,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,18,90
19,0,1,1,0,0,0,0,0,0.0,20,19,90,91.31389302,0.08749675,0.35160083299999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,19,90
20,0,0,1,0,0,1,0,0,-12.64716781,21,20,90,89.70158718,0.07322150000000001,0.301619292,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.647167809932073,0.0,0.0,1.0,0.0,21,20,90
21,0,0,1,0,0,1,0,0,-6.437513967,22,21,90,91.70981404,0.118269334,0.455679125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.437513967273293,0.0,0.0,1.0,0.0,22,21,90
22,0,0,1,0,0,1,0,0,-11.17083844,23,22,90,91.61353893,0.065255,0.297908291,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.170838439561338,0.0,0.0,1.0,0.0,23,22,90
23,0,0,1,0,0,1,0,0,-16.15570773,24,23,90,93.02724518,0.086113292,0.347777791,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.155707733439687,0.0,0.0,0.0,1.0,24,23,90
24,0,0,1,0,0,1,0,0,-11.82836231,25,24,90,92.02476508,0.08500695800000001,0.326627084,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.828362313095393,1.0,0.0,0.0,0.0,25,24,90
25,0,0,1,0,0,1,0,0,-16.35824633,26,25,90,92.77021579999999,0.086854541,0.378142834,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.358246334333987,0.0,1.0,0.0,0.0,26,25,90
26,0,0,1,0,0,1,0,0,-16.09172629,27,26,90,93.27898626,0.106395208,0.33770166700000004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.09172629043396,0.0,1.0,0.0,0.0,27,26,90
27,0,0,1,0,0,1,0,0,-9.139671442000001,28,27,90,93.16229775,0.068035375,0.507297166,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.139671442326183,1.0,0.0,0.0,0.0,28,27,90
28,0,0,1,0,0,1,0,0,-11.83857437,29,28,90,91.41094082,0.081445042,0.384254125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.838574370201695,0.0,0.0,1.0,0.0,29,28,90
29,0,0,1,0,0,1,0,0,-6.604420257,30,29,90,90.82632414,0.095106833,0.257928875,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.6044202567579475,0.0,0.0,1.0,0.0,30,29,90
30,0,0,1,0,0,1,0,0,-19.38517033,31,30,90,91.9863407,0.087903625,0.133134792,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-19.385170328349346,0.0,0.0,1.0,0.0,31,30,90
31,0,0,1,0,0,1,0,0,-10.20247723,32,31,90,92.51136327,0.078411667,0.242402167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.202477225279061,0.0,0.0,1.0,0.0,32,31,90
32,0,0,1,0,0,1,0,0,-8.445362113,33,32,90,92.55109509,0.094875666,0.45322320899999996,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.445362113199717,1.0,0.0,0.0,0.0,33,32,90
33,0,0,1,0,0,1,0,0,-14.88084732,34,33,90,88.4845921,0.064392667,0.298799,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.880847324910086,0.0,0.0,1.0,0.0,34,33,90
34,0,0,1,0,0,1,0,0,-17.70285022,35,34,90,90.0,0.057108625,0.608620916,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.70285022381506,1.0,0.0,0.0,0.0,35,34,90
35,0,0,1,0,0,1,0,0,-8.679093647,36,35,90,92.45753815,0.080009291,0.371533083,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.679093646686624,0.0,0.0,1.0,0.0,36,35,90
36,0,0,1,0,0,1,0,0,-6.825797162000001,37,36,90,89.73226466,0.07614175,0.306653583,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.825797161651245,1.0,0.0,0.0,0.0,37,36,90
37,0,0,1,0,0,1,0,0,-11.3746945,38,37,90,95.85601359,0.081920959,0.376849,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.374694504819205,0.0,0.0,1.0,0.0,38,37,90
38,0,0,1,0,0,1,0,0,-13.19022169,39,38,90,92.78141367,0.06381933299999999,0.351921375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.190221694429919,1.0,0.0,0.0,0.0,39,38,90
39,0,0,1,0,0,1,0,0,-11.20862212,40,39,90,90.9877604,0.064714917,0.35473995799999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.20862211986761,0.0,0.0,1.0,0.0,40,39,90
40,0,0,1,0,0,1,0,0,-11.93909432,41,40,90,86.53981677,0.073594625,0.35364329200000005,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.939094320299375,0.0,0.0,0.0,1.0,41,40,90
41,0,0,1,0,0,1,0,0,-15.21594652,42,41,90,89.48383577,0.081590125,0.45745541700000003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.215946515049053,1.0,0.0,0.0,0.0,42,41,90
42,0,0,1,0,0,1,0,0,-11.04259002,43,42,90,91.66028237,0.069749667,0.5112376670000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.042590023661122,0.0,1.0,0.0,0.0,43,42,90
43,0,0,1,0,0,1,0,0,-13.39308798,44,43,90,95.74228328,0.079955,0.428991125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.393087981554466,0.0,0.0,0.0,1.0,44,43,90
44,0,0,1,0,0,1,0,0,-14.59696637,45,44,90,91.70981404,0.10724449999999999,0.44752650000000005,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.59696636945306,0.0,1.0,0.0,0.0,45,44,90
45,0,0,1,0,0,1,0,0,-24.81273721,46,45,90,95.09739974,0.07101866700000001,0.38413195899999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-24.812737207295537,1.0,0.0,0.0,0.0,46,45,90
46,0,0,1,0,0,1,0,0,-9.194959982,47,46,90,93.95424772,0.080680167,0.405712333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.194959981913016,0.0,1.0,0.0,0.0,47,46,90
47,0,0,1,0,0,1,0,0,-17.68111829,48,47,90,96.24191435,0.093488084,0.479508959,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.681118288584248,0.0,1.0,0.0,0.0,48,47,90
48,0,0,1,0,0,1,0,0,-20.70868964,49,48,90,98.79373035,0.075370625,0.34678341700000004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-20.70868964304612,0.0,0.0,0.0,1.0,49,48,90
