Unnamed: 0,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle,target_angle,no_uncertainty,low_uncertainty,high_uncertainty,unlimited_uncertainty,endpoint_theta,movement_time,movement_initiation_time,previous_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90,0.0,0.0,0.0,0.0,87.55949698730683,0.1328577000003861,0.5322768000005453,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,90,0.0,0.0,0.0,0.0,86.64678033140156,0.132950800000799,0.3672553000005791,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,90,0.0,0.0,0.0,0.0,91.2946248684337,0.1339428000001135,0.3832009999996444,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,90,0.0,0.0,0.0,0.0,89.26079197293456,0.1339662000000316,0.3501809999997931,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,90,0.0,0.0,0.0,0.0,90.60826394411082,0.1499754999995275,0.41617369999949,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,90,0.0,0.0,0.0,0.0,89.61671988348077,0.1309247999997751,0.2862720000002809,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,90,0.0,0.0,0.0,0.0,91.96661418361596,0.1329162000001815,0.3322253999995155,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,90,0.0,0.0,0.0,0.0,89.32515826449131,0.131911399999808,0.2681824999999662,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,90,0.0,0.0,0.0,0.0,88.68993086591624,0.1509196999995765,0.3002746999991359,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,90,0.0,0.0,0.0,0.0,88.61085708010826,0.1330453999999008,0.3342522000002645,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,90,0.0,0.0,0.0,0.0,87.16545848857429,0.116884499999287,0.333266900000126,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,11,90,0.0,0.0,0.0,0.0,91.11455374595604,0.1330502999999225,0.3822491999999329,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12,90,0.0,0.0,0.0,0.0,89.90556348708226,0.1329259999993155,0.3002303999992364,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,13,90,0.0,0.0,0.0,0.0,91.0674691185809,0.132934700000078,0.3001608000004125,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,14,90,0.0,0.0,0.0,0.0,91.05119587565297,0.1339289999996253,0.3332360999993398,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,15,90,0.0,0.0,0.0,0.0,84.28093051478982,0.1349088000006304,0.3832634999998845,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,16,90,0.0,0.0,0.0,0.0,91.89717648629508,0.1319150999997873,0.3002376000004005,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,17,90,0.0,0.0,0.0,0.0,90.0963731997564,0.1329559999994671,0.4502150999996956,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19,18,90,0.0,0.0,0.0,0.0,91.39096297367723,0.1339229999994131,0.3172231999997166,no_uncertainty
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,19,90,0.0,0.0,0.0,0.0,91.0812741818839,0.1319076999998287,0.3842069000002084,no_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.104158346509529,21,20,90,0.0,0.0,1.0,0.0,93.8991638330553,0.1477854999993724,0.3352188999997452,no_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.906673876761094,22,21,90,0.0,0.0,1.0,0.0,90.73960983208195,0.1147086000000854,0.4354116999993493,high_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.41933071489355,23,22,90,0.0,0.0,1.0,0.0,89.00897375084162,0.1338095999999495,0.4312026000006881,high_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.220513613689853,24,23,90,0.0,0.0,0.0,1.0,89.32838572159257,0.1327815999993618,0.3332172000000355,high_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.331653810933915,25,24,90,1.0,0.0,0.0,0.0,90.81904185822576,0.1337902999994185,0.3162700000002587,unlimited_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.897554711339415,26,25,90,0.0,1.0,0.0,0.0,87.75558144898358,0.1317640000006577,0.4002276000001075,no_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.178185922202406,27,26,90,0.0,1.0,0.0,0.0,86.92114603886324,0.1348032999994757,0.3162308000000848,low_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.762346304935686,28,27,90,1.0,0.0,0.0,0.0,87.8734459467832,0.1327921000001879,0.3832294999992882,low_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0983107117480975,29,28,90,0.0,0.0,1.0,0.0,84.63714874032252,0.1497976000000562,0.3162366000005931,no_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.62261031520079,30,29,90,0.0,0.0,1.0,0.0,87.38967338376375,0.1497921999998652,0.3502558000000135,high_uncertainty
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.194619793474184,31,30,90,0.0,0.0,1.0,0.0,83.11106593381005,0.1497469000005367,0.4652191000004677,high_uncertainty
