,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.277001354950633,1,1,90,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,94.6767432257963,0.1659642999998141,0.6170752000000448
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324151389611169,2,1,135,,1.0,142.18584046849764,0.16700829999990674,0.6171896000000743
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5694140012258195,3,1,315,,1.0,-42.06696663504279,0.18297950000010132,0.5831594000001132
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4814452356712025,4,1,225,,1.0,-139.0039771679567,0.14797980000003008,0.5511634999998023
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.740490568343429,5,1,180,,1.0,173.33513897223307,0.16794229999982235,0.6671597999998085
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.16190428889717,6,1,60,,1.0,69.55956763918769,0.13301389999992352,0.6831712000000607
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.43452884857054,7,1,270,,1.0,-91.53297237541781,0.15192709999996623,0.648217700000032
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5494630452220655,8,1,45,,1.0,55.72913441134965,0.11684420000005957,0.5982950999998593
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.801269281908011,9,1,105,,1.0,112.22158177770044,0.1509541000000354,0.6331852000000708
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.819166453056772,10,1,75,,1.0,74.05827318571036,0.23296949999985372,0.5161771000000499
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.559160895141304,11,1,120,,1.0,126.05344015940814,0.15096740000012687,0.6671732999998312
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.865690579836002,12,1,0,,1.0,-0.41700619132137906,0.19995289999997112,0.5181780000000344
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.949106763207062,13,2,135,,1.0,143.08636998677665,0.18291649999991932,0.5492109000001619
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.254851423643483,14,2,120,,1.0,130.5501047364336,0.2309762000002138,0.4191915000001245
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.889174966909528,15,2,90,,1.0,94.82197280993749,0.19992950000005294,0.5831025999998474
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.982296646079741,16,2,75,,1.0,76.5903890561821,0.16599940000014612,0.5681415999999899
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.57258423610411,17,2,60,,1.0,63.09432874334575,0.15096719999996822,0.5331401000000824
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.633931615631905,18,2,225,,1.0,-131.77451731728988,0.16798710000011852,0.483073000000104
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71908893364113,19,2,0,,1.0,0.6776752488027441,0.16596550000008392,0.4682039000001623
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.987765207399582,20,2,105,,1.0,113.78354365876687,0.19995140000014544,0.550001199999997
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.863378350928649,21,2,270,,1.0,-89.0053145167509,0.18396080000002257,0.5171201999999084
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.702947398079406,22,2,180,,1.0,176.13190448761813,0.19997510000007424,0.4331589000000804
