,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.201265986182065,1,1,75,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,71.02715168006853,0.21697450000010576,0.7671827000001485
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9224146064075467,2,1,45,,1.0,39.96254923103229,0.11596519999989141,0.6671771999999692
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1359319372663,3,1,135,,1.0,142.71901141472011,0.23294099999998252,0.6172269000001052
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.007854603304317,4,1,90,,1.0,88.22440334891489,0.16798349999999118,0.6321530999998686
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5094642869100126,5,1,270,,1.0,-95.66245069113974,0.13297579999994014,0.6001893000000109
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19054044362258,6,1,105,,1.0,106.38554322230527,0.14999200000011115,0.5332899999998517
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7277392047701212,7,1,120,,1.0,125.49431672298715,0.13306269999998221,0.5151332000000366
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27953731529373,8,1,225,,1.0,-136.24596012906954,0.18396929999994427,0.8821582999999009
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.613247917579226,9,1,180,,1.0,-175.90483238654957,0.167097799999965,0.6331399999999121
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.162387671021,10,1,0,,1.0,3.025286492477596,0.2839900999999827,0.7662540000001172
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.751391939908383,11,1,60,,1.0,52.150398624594295,0.18397320000008222,0.5491892000000007
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.672929678322928,12,1,315,,1.0,-44.67344164221291,0.16795189999993454,0.4641715000000204
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.54975214714645,13,2,105,,1.0,111.01206801637326,0.16494509999984075,0.552191399999856
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6486604640639588,14,2,0,,1.0,0.8190346519528866,0.18202149999979156,0.48514030000001185
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.276318025168756,15,2,135,,1.0,145.2509670918153,0.1509676999999101,0.5321763000001738
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.096291570866091,16,2,45,,1.0,45.146700177120486,0.1349769999999353,0.5331433999999717
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.165446715787365,17,2,60,,1.0,61.80848180423929,0.20001020000017888,0.5651374999999916
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.24243907879982,18,2,120,,1.0,124.90116563484939,0.14996989999986,0.5341769999999997
