target,average
0,-2.8045414199999987
45,-7.081697594899998
90,68.8547992487
105,84.65572925349998
120,73.612871836
150,167.87133528777775
165,128.36602188166663
180,109.11323298444444
-135,-188.61750643644442
-90,-121.153928988
-45,-122.066788832
