target,average
0,-10.241928021300001
45,-1.7753082089999992
90,-1.4925685650000005
105,2.081980243000001
120,5.433900001111111
150,13.14639171
165,15.403253000000001
180,8.777924229999996
-135,-25.148900620000003
-90,1.4573147490000011
-45,-4.031995574
