target,average
0,-3.272500731
15,4.675519791222222
30,14.395375417777778
60,26.99463771
75,16.751553411
90,-0.8449056355555563
135,-8.825289870000002
180,5.022036410000007
-135,1.1493574000000024
-90,-5.420924467777779
-45,-9.582125141
