target,average
0,-5.775781382000001
15,-4.644691595
30,1.1740215840000001
60,3.2213838922222227
75,5.1047199580000004
90,-1.0250457709999978
135,-2.099233299999997
180,2.9853856000000034
-135,2.4386404200000045
-90,-3.892193863000003
-45,-4.034996647777778
