target,average
0,-2.0803457489
45,1.8992655250000006
90,3.990725993999999
105,1.7324761239999986
120,4.55851031
150,1.7744452100000019
165,8.403771240000003
180,8.283469279999997
-135,3.6893433200000034
-90,3.2226225900000003
-45,-3.867848448000001
