target,average
0,0.13235692290000003
15,-6.9624038392
30,-2.7645331860000004
60,8.18541239
75,9.048360379999998
90,0.9207192599999999
135,-2.8846559799999993
180,1.7518938099999986
-135,10.188711419999999
-90,0.85875755
-45,-5.803509068888889
