target,average
0,-0.9007751351
15,-0.5477787098
30,-2.2883156309999997
60,-5.118825974444444
75,0.08679639777777817
90,4.989635923
135,-1.3320175300000046
180,3.2900384199999992
-135,-0.9362713799999994
-90,-1.6169506577777781
-45,-1.6214830169999992
