target,average
0,-9.322122655000001
45,-5.928038682
90,4.891624350000001
105,10.792819837000001
120,12.629530595999999
150,23.14364362
165,44.101174740000005
180,4.532069130000005
-135,-1.1290011100000044
-90,-15.921630117000003
-45,-6.660239219999999
