target,average
0,-2.6618214926
45,-0.7464067569999997
90,-2.924962559000001
105,2.7925240860000002
120,8.44582771
150,13.612395980000006
165,10.131455679999998
180,11.99348674
-135,6.96707174
-90,-20.42946130777778
-45,0.6764116940000002
