target,average
0,-5.3090142353
15,-4.7150396113
30,-1.576220197999999
60,-0.3884329749999999
75,-1.260993096
90,-4.604218084000001
135,-10.11252134
180,1.954795329999999
-135,3.3345394700000015
-90,5.324880401999998
-45,-3.457834836000001
