target,average
0,-9.996719274499998
45,-13.459993735999998
90,-3.4440014340000005
105,-3.7846272900000018
120,-0.1454547699999978
150,6.583863410000001
165,8.242561660000002
180,9.395754499999999
-135,1.857268910000002
-90,-23.412871302000003
-45,-3.414649992
