target,average
0,0.2888308156
45,-2.3844340169999994
90,-3.690653617000001
105,-2.8742122222222233
120,0.8523078000000026
150,7.943117920000003
165,7.156658099999999
180,5.852877760000001
-135,-2.517036500000002
-90,-2.464230451
-45,1.172432997
