target,average
0,-1.7457032235
15,-1.0233648328999998
30,5.089987537000001
60,9.508984484999997
75,7.862714356
90,2.451976392499999
135,-0.6080543000000005
180,4.1906115900000005
-135,1.8796573300000035
-90,-3.00669477
-45,-1.2462079944444444
