target,average
0,0.5435334615
15,-2.8659635088
30,5.196002096
60,9.118410294
75,10.135304443333334
90,2.562345492999998
135,-3.0285972499999927
180,3.8290550300000006
-135,-2.006347740000001
-90,-3.9993938470000003
-45,-0.9079317510000002
