target,average
0,1.6378159908
15,5.2003166338
30,9.517714436999999
60,13.876835432000002
75,13.733212136
90,5.460655232222219
135,-0.45626704999999657
180,2.7475484600000017
-135,6.638264270000002
-90,2.055911003000001
-45,-3.7534612880000005
