target,average
0,2.6093207156000005
15,4.456436366777778
30,8.361200178
60,9.140723738999998
75,9.306127328999999
90,2.280628771000001
135,-1.178052450000004
180,2.6378276
-135,4.735072169999998
-90,4.412236733
-45,-1.1582635719999992
