cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,no_uncertainty,low_uncertainty,high_uncertainty,unlimited_uncertainty,trial,cycle,target_angle
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.834012539263552,0.0,0.0,0.0,1.0,141,140,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.236667671401062,0.0,0.0,0.0,1.0,142,141,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.20074037775172,0.0,1.0,0.0,0.0,143,142,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.06160280341048,0.0,0.0,1.0,0.0,144,143,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.053010948473945,0.0,0.0,1.0,0.0,145,144,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.949477607438518,0.0,0.0,0.0,1.0,146,145,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.256063845980796,0.0,0.0,0.0,1.0,147,146,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.373807607520533,0.0,1.0,0.0,0.0,148,147,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.596796827517526,1.0,0.0,0.0,0.0,149,148,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.32062933765313,1.0,0.0,0.0,0.0,150,149,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.59216045634814,0.0,0.0,0.0,1.0,151,150,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.187861866209898,0.0,0.0,1.0,0.0,152,151,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.841377091489168,0.0,1.0,0.0,0.0,153,152,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.248873249634713,0.0,1.0,0.0,0.0,154,153,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.679532431247894,1.0,0.0,0.0,0.0,155,154,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.538689144625547,0.0,1.0,0.0,0.0,156,155,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.364451637686528,1.0,0.0,0.0,0.0,157,156,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.890944676639567,1.0,0.0,0.0,0.0,158,157,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.841841856970486,1.0,0.0,0.0,0.0,159,158,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.174277185706406,0.0,0.0,0.0,1.0,160,159,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.747600324924834,0.0,1.0,0.0,0.0,161,160,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.733422253020923,0.0,0.0,1.0,0.0,162,161,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.60948061550755,0.0,0.0,0.0,1.0,163,162,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.162140575876359,1.0,0.0,0.0,0.0,164,163,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.624427251306862,0.0,0.0,1.0,0.0,165,164,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.315280071647225,0.0,0.0,1.0,0.0,166,165,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.570133658760097,0.0,0.0,0.0,1.0,167,166,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.542934568352067,1.0,0.0,0.0,0.0,168,167,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.53537993120867,0.0,1.0,0.0,0.0,169,168,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.882007927917448,0.0,0.0,1.0,0.0,170,169,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.894331724561066,1.0,0.0,0.0,0.0,171,170,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.246626646317257,0.0,1.0,0.0,0.0,172,171,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.574862651730191,1.0,0.0,0.0,0.0,173,172,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.454681306243486,0.0,1.0,0.0,0.0,174,173,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.58962967772962,0.0,1.0,0.0,0.0,175,174,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.122051641568312,1.0,0.0,0.0,0.0,176,175,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.574206007149037,0.0,0.0,0.0,1.0,177,176,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.847922851826318,0.0,0.0,0.0,1.0,178,177,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.84652982925669,0.0,1.0,0.0,0.0,179,178,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.70884557839927,0.0,0.0,1.0,0.0,180,179,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.774565001277457,0.0,1.0,0.0,0.0,181,180,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.149663583668062,0.0,1.0,0.0,0.0,182,181,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.354763233777313,0.0,0.0,0.0,1.0,183,182,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.65142625051612,0.0,0.0,0.0,1.0,184,183,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.478328615094341,0.0,0.0,0.0,1.0,185,184,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.993001832532476,0.0,0.0,0.0,1.0,186,185,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.639446496933543,0.0,0.0,0.0,1.0,187,186,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.808560321156083,0.0,0.0,1.0,0.0,188,187,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.335434515068954,1.0,0.0,0.0,0.0,189,188,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.435198643659788,1.0,0.0,0.0,0.0,190,189,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.688819474707962,0.0,0.0,1.0,0.0,191,190,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.995581675640203,0.0,1.0,0.0,0.0,192,191,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.088511958623393,0.0,0.0,1.0,0.0,193,192,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.883693107104367,0.0,0.0,0.0,1.0,194,193,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.70233266554635,0.0,1.0,0.0,0.0,195,194,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.134568591311341,0.0,0.0,1.0,0.0,196,195,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.671501647076107,0.0,0.0,0.0,1.0,197,196,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.768394692942489,0.0,1.0,0.0,0.0,198,197,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.150234028004711,0.0,0.0,0.0,1.0,199,198,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.740104785494914,1.0,0.0,0.0,0.0,200,199,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,200,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,201,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,202,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,203,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,204,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,205,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,206,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,207,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209,208,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,209,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,210,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,211,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,212,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,213,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,214,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,215,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,216,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,217,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,218,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,219,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221,220,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,221,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,222,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,223,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,224,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,225,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,226,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,227,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229,228,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,229,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,230,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,231,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,232,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,233,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,234,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,235,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,236,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238,237,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,238,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,239,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,240,90
