cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,no_uncertainty,low_uncertainty,high_uncertainty,unlimited_uncertainty,trial,cycle,target_angle
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,11,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,13,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,14,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,15,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,16,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,17,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,18,90
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,19,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.647167809932071,0.0,0.0,1.0,0.0,21,20,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.437513967273292,0.0,0.0,1.0,0.0,22,21,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.170838439561338,0.0,0.0,1.0,0.0,23,22,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.155707733439684,0.0,0.0,0.0,1.0,24,23,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.828362313095393,1.0,0.0,0.0,0.0,25,24,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.358246334333987,0.0,1.0,0.0,0.0,26,25,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.09172629043396,0.0,1.0,0.0,0.0,27,26,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.139671442326183,1.0,0.0,0.0,0.0,28,27,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.838574370201696,0.0,0.0,1.0,0.0,29,28,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.604420256757947,0.0,0.0,1.0,0.0,30,29,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-19.385170328349346,0.0,0.0,1.0,0.0,31,30,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.202477225279061,0.0,0.0,1.0,0.0,32,31,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.445362113199717,1.0,0.0,0.0,0.0,33,32,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.880847324910086,0.0,0.0,1.0,0.0,34,33,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.70285022381506,1.0,0.0,0.0,0.0,35,34,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.679093646686624,0.0,0.0,1.0,0.0,36,35,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.825797161651245,1.0,0.0,0.0,0.0,37,36,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.374694504819203,0.0,0.0,1.0,0.0,38,37,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.19022169442992,1.0,0.0,0.0,0.0,39,38,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.208622119867607,0.0,0.0,1.0,0.0,40,39,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.939094320299377,0.0,0.0,0.0,1.0,41,40,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.215946515049051,1.0,0.0,0.0,0.0,42,41,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.042590023661122,0.0,1.0,0.0,0.0,43,42,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.393087981554464,0.0,0.0,0.0,1.0,44,43,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.59696636945306,0.0,1.0,0.0,0.0,45,44,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-24.81273720729554,1.0,0.0,0.0,0.0,46,45,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.194959981913016,0.0,1.0,0.0,0.0,47,46,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.681118288584244,0.0,1.0,0.0,0.0,48,47,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-20.708689643046117,0.0,0.0,0.0,1.0,49,48,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.345281566590934,1.0,0.0,0.0,0.0,50,49,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.841890465738005,1.0,0.0,0.0,0.0,51,50,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.719496276392167,0.0,0.0,1.0,0.0,52,51,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.60086039779348,0.0,1.0,0.0,0.0,53,52,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.54814954125571,0.0,0.0,1.0,0.0,54,53,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.49250986973226,1.0,0.0,0.0,0.0,55,54,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.010096942706289,0.0,0.0,0.0,1.0,56,55,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.146945840758693,0.0,0.0,0.0,1.0,57,56,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.362663712658458,0.0,1.0,0.0,0.0,58,57,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.220493060845234,0.0,1.0,0.0,0.0,59,58,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.958643776674139,0.0,0.0,1.0,0.0,60,59,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.735263821567951,0.0,0.0,0.0,1.0,61,60,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.70151678735688,0.0,0.0,1.0,0.0,62,61,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.99792901517321,0.0,1.0,0.0,0.0,63,62,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.164600575840097,0.0,0.0,1.0,0.0,64,63,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.481538323787998,1.0,0.0,0.0,0.0,65,64,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.112759512723901,0.0,0.0,0.0,1.0,66,65,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.69130142199601,1.0,0.0,0.0,0.0,67,66,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.696264644539618,0.0,1.0,0.0,0.0,68,67,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.881205699795187,1.0,0.0,0.0,0.0,69,68,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.189294169316273,1.0,0.0,0.0,0.0,70,69,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.540607244358391,0.0,1.0,0.0,0.0,71,70,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.151897908856574,0.0,0.0,0.0,1.0,72,71,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.880150532099595,0.0,0.0,1.0,0.0,73,72,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.981882812509923,0.0,0.0,0.0,1.0,74,73,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.9767852598867552,1.0,0.0,0.0,0.0,75,74,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.534889207148915,0.0,0.0,1.0,0.0,76,75,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.5477748916453935,0.0,1.0,0.0,0.0,77,76,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.179383872709286,1.0,0.0,0.0,0.0,78,77,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.898833747768986,0.0,1.0,0.0,0.0,79,78,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.92009044644915,0.0,0.0,0.0,1.0,80,79,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-5.645858947709427,0.0,0.0,1.0,0.0,81,80,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.787805758359944,0.0,1.0,0.0,0.0,82,81,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.717416243604992,1.0,0.0,0.0,0.0,83,82,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.039948363082736,0.0,0.0,0.0,1.0,84,83,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.392116506588344,0.0,0.0,1.0,0.0,85,84,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.376325404198145,0.0,0.0,1.0,0.0,86,85,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.325207355834841,1.0,0.0,0.0,0.0,87,86,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.864503411531224,0.0,0.0,0.0,1.0,88,87,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.426119787923104,0.0,0.0,1.0,0.0,89,88,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.48200168487114,0.0,1.0,0.0,0.0,90,89,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.963089592972622,0.0,1.0,0.0,0.0,91,90,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.386522921089004,1.0,0.0,0.0,0.0,92,91,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.405265307902006,0.0,0.0,0.0,1.0,93,92,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.812685172225875,0.0,0.0,0.0,1.0,94,93,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.675260373158935,0.0,0.0,0.0,1.0,95,94,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.803694280362837,0.0,1.0,0.0,0.0,96,95,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.945948955926671,0.0,0.0,0.0,1.0,97,96,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.294435973440862,0.0,0.0,0.0,1.0,98,97,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.010844264937344,0.0,1.0,0.0,0.0,99,98,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.476092625044965,1.0,0.0,0.0,0.0,100,99,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.587454657655801,0.0,0.0,0.0,1.0,101,100,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.746279889554208,1.0,0.0,0.0,0.0,102,101,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.960149851324676,0.0,1.0,0.0,0.0,103,102,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.28845921771499,0.0,0.0,0.0,1.0,104,103,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.578522572289362,1.0,0.0,0.0,0.0,105,104,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.189308548820108,0.0,0.0,1.0,0.0,106,105,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.300624006576967,1.0,0.0,0.0,0.0,107,106,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.331325179245749,0.0,0.0,0.0,1.0,108,107,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-20.31423615168351,0.0,1.0,0.0,0.0,109,108,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.970958425460838,0.0,1.0,0.0,0.0,110,109,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.460905547735369,0.0,1.0,0.0,0.0,111,110,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-19.295969131744084,0.0,0.0,1.0,0.0,112,111,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.310587745379554,0.0,1.0,0.0,0.0,113,112,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.707107529497351,0.0,0.0,1.0,0.0,114,113,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.69220806329816,0.0,1.0,0.0,0.0,115,114,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.596596706265559,0.0,1.0,0.0,0.0,116,115,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.878634484230622,0.0,1.0,0.0,0.0,117,116,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.636668937262996,0.0,0.0,1.0,0.0,118,117,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.292578654656579,0.0,0.0,0.0,1.0,119,118,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.40874303382892,0.0,0.0,1.0,0.0,120,119,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.84892431241897,0.0,0.0,1.0,0.0,121,120,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.459879063662603,0.0,0.0,0.0,1.0,122,121,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.756802436542266,0.0,0.0,1.0,0.0,123,122,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.399923231426152,1.0,0.0,0.0,0.0,124,123,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.5682863602413315,1.0,0.0,0.0,0.0,125,124,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.093617350287982,1.0,0.0,0.0,0.0,126,125,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.097414261945941,0.0,0.0,0.0,1.0,127,126,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.964912229038788,1.0,0.0,0.0,0.0,128,127,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.7142077875636925,0.0,1.0,0.0,0.0,129,128,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.707517685339482,0.0,0.0,0.0,1.0,130,129,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.87801883637107,0.0,0.0,0.0,1.0,131,130,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.845080786762786,1.0,0.0,0.0,0.0,132,131,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.516918488369432,0.0,0.0,1.0,0.0,133,132,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.859885027053232,1.0,0.0,0.0,0.0,134,133,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.199754058555769,0.0,0.0,1.0,0.0,135,134,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.637451451324623,0.0,1.0,0.0,0.0,136,135,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.56684315267502,1.0,0.0,0.0,0.0,137,136,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-20.725141841425398,0.0,0.0,0.0,1.0,138,137,90
