,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,0.4611347555176934,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,46.548157698977974,0.14984700000013618,0.8672009000001708
0,0.0,0.0,0.0,1.9135162748545536,2,1,270,,1.0,46.548157698977974,0.16578779999963444,0.41720089999989796
0,0.0,0.0,0.0,0.5628433816279086,3,1,315,,1.0,46.548157698977974,0.16586439999991853,0.4341623000000254
0,0.0,0.0,0.0,1.3528228682699843,4,1,225,,1.0,46.548157698977974,0.14984700000013618,0.38316420000001017
0,0.0,0.0,0.0,1.172449703817614,5,1,135,,1.0,46.548157698977974,0.13284310000017285,0.4831681999999091
0,0.0,0.0,0.0,0.5791555434645849,6,1,105,,1.0,46.548157698977974,0.16582030000017767,0.3841796000001523
0,0.0,0.0,0.0,1.3795657993114918,7,1,90,,1.0,46.548157698977974,0.13287929999978587,0.4001437000001715
0,0.0,0.0,0.0,0.3289021652380011,8,1,120,,1.0,46.548157698977974,0.16691900000023452,0.3841395999997985
0,0.0,0.0,0.0,-1.5202603458243849,9,1,45,,1.0,46.548157698977974,0.13282639999988533,0.5511919000000489
0,0.0,0.0,0.0,-0.9855970193016028,10,1,150,,1.0,46.548157698977974,0.1329316999999719,0.4161942000000636
0,0.0,0.0,0.0,-2.016199587718495,11,1,165,,1.0,46.548157698977974,0.13283559999990757,0.41620100000000093
0,0.0,0.0,0.0,1.6097209482559918,12,1,180,,1.0,46.548157698977974,0.1498186000003443,0.41623240000035366
0,0.0,0.0,0.0,0.8243970888821288,13,2,270,,1.0,46.548157698977974,0.14981989999978396,0.4162058000001707
0,0.0,0.0,0.0,-0.8836387431232751,14,2,90,,1.0,46.548157698977974,0.15092450000020108,0.35009990000025937
0,0.0,0.0,0.0,0.5323714130268205,15,2,0,,1.0,46.548157698977974,0.13285689999975148,0.41718009999976857
0,0.0,0.0,0.0,-0.5381890830207496,16,2,165,,1.0,46.548157698977974,0.13499199999978373,0.4001610999998775
0,0.0,0.0,0.0,-0.1994422527817614,17,2,150,,1.0,46.548157698977974,0.1998148000002402,0.4331907000000683
0,0.0,0.0,0.0,-2.38519586990009,18,2,135,,1.0,46.548157698977974,0.14990350000016406,0.4671254999998382
0,0.0,0.0,0.0,0.8161470192357967,19,2,105,,1.0,46.548157698977974,0.14878780000026381,0.4990920999998707
0,0.0,0.0,0.0,-0.0372903174061785,20,2,180,,1.0,46.548157698977974,0.1827010000001792,0.4184709000001021
0,0.0,0.0,0.0,-0.6119012618297541,21,2,315,,1.0,46.548157698977974,0.13285429999996268,0.4662177000000156
0,0.0,0.0,0.0,0.0791955718852835,22,2,120,,1.0,46.548157698977974,0.13188990000026024,0.4181561000000329
0,0.0,0.0,0.0,2.5860313593121447,23,2,225,,1.0,46.548157698977974,0.13279609999972308,0.5002045999999609
