,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,0.4611347555176934,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,45.0,0.1509010000008857,0.6660719999999856
0,0.0,0.0,0.0,1.9135162748545536,2,1,270,,1.0,45.0,0.15075220000107947,0.600120799999786
0,0.0,0.0,0.0,0.5628433816279086,3,1,315,,1.0,45.0,0.14782670000022335,0.5522117000000435
0,0.0,0.0,0.0,1.3528228682699843,4,1,225,,1.0,45.0,0.16693300000042655,0.4822199999998702
0,0.0,0.0,0.0,1.172449703817614,5,1,135,,1.0,45.0,0.1498016000005009,0.6651667000005546
0,0.0,0.0,0.0,0.5791555434645849,6,1,105,,1.0,45.0,0.16695569999865256,0.45017659999939497
0,0.0,0.0,0.0,1.3795657993114918,7,1,90,,1.0,45.0,0.1348147999997309,0.46518509999987145
0,0.0,0.0,0.0,0.3289021652380011,8,1,120,,1.0,45.0,0.1508298000007926,0.4001872999997431
0,0.0,0.0,0.0,-1.5202603458243849,9,1,45,,1.0,45.0,0.1488497999998799,0.41705329999967944
0,0.0,0.0,0.0,-0.9855970193016028,10,1,150,,1.0,45.0,0.14983140000003914,0.40017790000092646
0,0.0,0.0,0.0,-2.016199587718495,11,1,165,,1.0,45.0,0.16688190000058967,0.48414840000077675
0,0.0,0.0,0.0,1.6097209482559918,12,1,180,,1.0,45.0,0.16500300000006973,0.6350413000000117
0,0.0,0.0,0.0,0.8243970888821288,13,2,270,,1.0,45.0,0.13580089999959455,0.4992359999996552
0,0.0,0.0,0.0,-0.8836387431232751,14,2,90,,1.0,45.0,0.14883869999903254,0.4841754999997647
0,0.0,0.0,0.0,0.5323714130268205,15,2,0,,1.0,45.0,0.14886160000060045,0.5011613000006037
0,0.0,0.0,0.0,-0.5381890830207496,16,2,165,,1.0,45.0,0.1839611999985209,0.38316389999999956
0,0.0,0.0,0.0,-0.1994422527817614,17,2,150,,1.0,45.0,0.14981619999889517,0.4671534999997675
0,0.0,0.0,0.0,-2.38519586990009,18,2,135,,1.0,45.0,0.14987509999991744,0.4342607999988104
0,0.0,0.0,0.0,0.8161470192357967,19,2,105,,1.0,45.0,0.1648669999995036,0.4680309000013949
0,0.0,0.0,0.0,-0.0372903174061785,20,2,180,,1.0,45.0,0.1658184000007168,0.4501735000012559
0,0.0,0.0,0.0,-0.6119012618297541,21,2,315,,1.0,45.0,0.21784740000111924,0.48119520000000193
0,0.0,0.0,0.0,0.0791955718852835,22,2,120,,1.0,45.0,0.16681599999901664,0.40021319999868865
