,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,-0.4460427605148293,1,1,90,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,17.198541220065866,0.11688910000020769,0.5661324000002423
0,0.0,0.0,0.0,0.910311410605358,2,1,270,,1.0,17.198541220065866,0.16587559999970836,0.43318249999992986
0,0.0,0.0,0.0,1.159875875019664,3,1,0,,1.0,17.198541220065866,0.1168640000000778,0.4172120000002906
0,0.0,0.0,0.0,-0.0876774679404745,4,1,180,,1.0,17.198541220065866,0.10085780000008526,0.4001886999999442
0,0.0,0.0,0.0,1.7394728430619864,5,1,75,,1.0,17.198541220065866,0.0998160000003736,0.48318650000010166
0,0.0,0.0,0.0,0.0738994948286888,6,1,60,,1.0,17.198541220065866,0.08284719999983281,0.4831784000002699
0,0.0,0.0,0.0,-1.7037418617936928,7,1,315,,1.0,17.198541220065866,0.14985780000006343,0.517101299999922
0,0.0,0.0,0.0,2.1880649879418117,8,1,30,,1.0,17.198541220065866,0.08078509999995731,0.4522337999997035
0,0.0,0.0,0.0,-1.1033737544692337,9,1,225,,1.0,17.198541220065866,0.09982740000032209,0.46718830000008893
0,0.0,0.0,0.0,-2.083039001766456,10,1,135,,1.0,17.198541220065866,0.11681730000009338,0.6492169999996804
0,0.0,0.0,0.0,-1.2502659939021654,11,1,45,,1.0,17.198541220065866,0.08382910000000265,0.5651622999998835
0,0.0,0.0,0.0,1.1309874416711958,12,1,15,,1.0,17.198541220065866,0.11581139999998413,0.6172044999998434
0,0.0,0.0,0.0,2.054579584144554,13,2,0,,1.0,17.198541220065866,0.09987730000011652,0.46712299999990137
0,0.0,0.0,0.0,-0.3233248090097317,14,2,45,,1.0,17.198541220065866,0.11684400000012829,0.8000931999999921
0,0.0,0.0,0.0,0.8245240634362283,15,2,30,,1.0,17.198541220065866,0.08282509999980903,0.4671802000002572
0,0.0,0.0,0.0,-1.7579606415028983,16,2,315,,1.0,17.198541220065866,0.11690610000005108,0.55012140000008
0,0.0,0.0,0.0,-0.4941696148725973,17,2,90,,1.0,17.198541220065866,0.11582419999967897,0.4342271000000437
0,0.0,0.0,0.0,-0.0977803068592435,18,2,180,,1.0,17.198541220065866,0.09882259999994858,0.4681774000000587
0,0.0,0.0,0.0,1.0696162980351034,19,2,15,,1.0,17.198541220065866,0.11684220000006462,0.44917400000031193
0,0.0,0.0,0.0,-1.4248403560236205,20,2,135,,1.0,17.198541220065866,0.11681110000017725,0.6491977999999108
0,0.0,0.0,0.0,1.66099608865,21,2,225,,1.0,17.198541220065866,0.09983580000016445,0.4341628000001947
0,0.0,0.0,0.0,-1.3777170740327285,22,2,60,,1.0,17.198541220065866,0.11584790000006251,0.5171716999998353
0,0.0,0.0,0.0,-0.3606812873418583,23,2,75,,1.0,17.198541220065866,0.09878729999991265,0.48422789999995075
0,0.0,0.0,0.0,-1.3962298866984266,24,2,270,,1.0,17.198541220065866,0.13484190000008311,0.45018130000016754
0,0.0,0.0,0.0,-0.3748156217518193,25,3,315,,1.0,17.198541220065866,0.11888079999971524,0.4811985999999706
0,0.0,0.0,0.0,0.0299416931568917,26,3,15,,1.0,17.198541220065866,0.101777200000015,0.5152545000000828
0,0.0,0.0,0.0,1.6830454908895174,27,3,30,,1.0,17.198541220065866,0.09884510000028968,0.5181807999997545
0,0.0,0.0,0.0,-1.4495974160925165,28,3,45,,1.0,17.198541220065866,0.09979830000020229,0.566201799999817
0,0.0,0.0,0.0,-1.6278256703354128,29,3,0,,1.0,17.198541220065866,0.11779339999975491,0.450215400000161
0,0.0,0.0,0.0,0.5978658958824007,30,3,225,,1.0,17.198541220065866,0.0998700000000099,0.43413079999982074
