,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,2.1670805312916874,1,1,300,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,93.87852450284771,0.23310549999951036,0.7968999999993684
0,0.0,0.0,0.0,-0.330468148037269,2,1,135,,1.0,93.87852450284771,0.11690040000030422,0.600159599998733
0,0.0,0.0,0.0,-1.0465559230907897,3,1,90,,1.0,93.87852450284771,0.11681560000033642,1.5502015999991272
0,0.0,0.0,0.0,0.1371658018920578,4,1,315,,1.0,93.87852450284771,0.16683390000071086,0.632950900000651
0,0.0,0.0,0.0,-2.9924058936910174,5,1,270,,1.0,93.87852450284771,0.11580270000013115,0.8202129999990575
0,0.0,0.0,0.0,-0.0994487434560861,6,1,0,,1.0,93.87852450284771,0.266839699999764,1.1991550999991887
0,0.0,0.0,0.0,1.3022917040156845,7,1,345,,1.0,93.87852450284771,0.18286760000046343,0.567209400000138
0,0.0,0.0,0.0,-0.0864095847512836,8,1,45,,1.0,93.87852450284771,0.1168364000004658,0.7161750000013853
0,0.0,0.0,0.0,-0.538885632347325,9,1,225,,1.0,93.87852450284771,0.09982039999886183,0.8531865999993897
0,0.0,0.0,0.0,-1.5288075640810466,10,1,285,,1.0,93.87852450284771,0.09683660000155214,1.1191885999996884
0,0.0,0.0,0.0,0.4488631570318327,11,1,330,,1.0,93.87852450284771,0.15088979999927687,0.6661933999985195
0,0.0,0.0,0.0,0.6239387656888181,12,1,180,,1.0,93.87852450284771,0.13382839999940188,1.013176200000089
0,0.0,0.0,0.0,0.307884812846276,13,2,180,,1.0,93.87852450284771,0.13281819999974687,0.7671930999986216
0,0.0,0.0,0.0,-1.3963188425461912,14,2,315,,1.0,93.87852450284771,0.18384669999977632,0.8501765000000887
0,0.0,0.0,0.0,0.3513729363127855,15,2,270,,1.0,93.87852450284771,0.1498253999998269,0.8341920999991999
0,0.0,0.0,0.0,-0.7323010200606368,16,2,300,,1.0,93.87852450284771,0.11687929999970947,0.9661409000000276
0,0.0,0.0,0.0,0.2925624584487456,17,2,90,,1.0,93.87852450284771,0.1308595000009518,1.1051637000000483
0,0.0,0.0,0.0,0.7141472035335236,18,2,345,,1.0,93.87852450284771,0.28565680000065186,0.6343426000003092
0,0.0,0.0,0.0,0.811604124452546,19,2,285,,1.0,93.87852450284771,0.13582700000006298,0.9032129000006535
0,0.0,0.0,0.0,-0.6374724413273624,20,2,135,,1.0,93.87852450284771,0.17981529999997292,0.6532229999993433
0,0.0,0.0,0.0,-1.1579087145106637,21,2,225,,1.0,93.87852450284771,0.14988300000004529,0.7001455999998143
0,0.0,0.0,0.0,0.9393497132318273,22,2,0,,1.0,93.87852450284771,0.14880810000067868,0.8871923999995488
0,0.0,0.0,0.0,-0.5325684975085843,23,2,45,,1.0,93.87852450284771,0.1299127000002045,0.7191916000010679
0,0.0,0.0,0.0,-1.2590842035893692,24,2,330,,1.0,93.87852450284771,0.15186179999909655,0.6031763999999384
0,0.0,0.0,0.0,-1.4543619085854498,25,3,135,,1.0,93.87852450284771,0.19980150000083086,0.7312392000003456
0,0.0,0.0,0.0,-0.2936479396714144,26,3,90,,1.0,93.87852450284771,0.3978903999995964,1.0201583999987633
0,0.0,0.0,0.0,-0.1344633148124899,27,3,225,,1.0,93.87852450284771,0.24891460000071675,0.6501873999986856
0,0.0,0.0,0.0,-1.3016255826143666,28,3,180,,1.0,93.87852450284771,0.21680579999883776,0.7502289000003657
0,0.0,0.0,0.0,1.04472427466352,29,3,45,,1.0,93.87852450284771,0.19984169999952428,0.7202173000005132
0,0.0,0.0,0.0,-0.670546941380147,30,3,315,,1.0,93.87852450284771,0.16592840000157594,1.3671586999989813
0,0.0,0.0,0.0,-0.3856056024797806,31,3,345,,1.0,93.87852450284771,0.1828666000001249,0.7869661000004271
0,0.0,0.0,0.0,-0.2624152607043174,32,3,300,,1.0,93.87852450284771,0.16981449999912002,0.5832047999992938
0,0.0,0.0,0.0,1.962096203499764,33,3,285,,1.0,93.87852450284771,0.2038862000008521,0.38411529999939376
0,0.0,0.0,0.0,-0.1213855268146541,34,3,270,,1.0,93.87852450284771,0.1498578999999154,0.7811010000004899
0,0.0,0.0,0.0,-2.066765215549655,35,3,330,,1.0,93.87852450284771,0.18381760000011127,0.35018139999920095
0,0.0,0.0,0.0,0.7685163844573197,36,3,0,,1.0,93.87852450284771,0.16593180000018037,0.4001666000003752
0,0.0,0.0,0.0,-1.6971939496319892,37,4,300,,1.0,93.87852450284771,0.18682319999970787,0.43303240000022925
0,0.0,0.0,0.0,0.0688126091605693,38,4,270,,1.0,93.87852450284771,0.1828640000003361,0.3340752000003704
0,0.0,0.0,0.0,0.5232542570192441,39,4,225,,1.0,93.87852450284771,0.16778100000010454,0.6172463999992033
0,0.0,0.0,0.0,-2.4222505190878763,40,4,315,,1.0,93.87852450284771,0.13287379999928817,0.6531302999992477
0,0.0,0.0,0.0,0.421546694948214,41,4,285,,1.0,93.87852450284771,0.1670059999996738,1.2962112000004709
0,0.0,0.0,0.0,1.2569143963547678,42,4,45,,1.0,93.87852450284771,0.1298160000005737,0.7501721000007819
0,0.0,0.0,0.0,-0.7359793366718381,43,4,0,,1.0,93.87852450284771,0.1658475999993243,1.5841793999989022
0,0.0,0.0,0.0,0.3992554156288718,44,4,180,,1.0,93.87852450284771,0.16585180000038235,0.5311798999991879
0,0.0,0.0,0.0,1.17803199067078,45,4,345,,1.0,93.87852450284771,0.2998394999995071,0.7812023000005865
0,0.0,0.0,0.0,-2.648926398081366,46,4,330,,1.0,93.87852450284771,0.254719100001239,0.8833157999997638
0,0.0,0.0,0.0,0.1476588317335334,47,4,135,,1.0,93.87852450284771,0.3667812999992748,0.6332566000000952
0,0.0,0.0,0.0,1.5926990224514974,48,4,90,,1.0,93.87852450284771,0.29692680000152905,0.7171969000009994
0,0.0,0.0,0.0,-0.6614054859815105,49,5,330,,1.0,93.87852450284771,5.067030500000328,0.7491427999993903
0,0.0,0.0,0.0,-1.6895777652833135,50,5,345,,1.0,93.87852450284771,0.1339365000003454,0.6801780999994662
