,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,-0.4460427605148293,1,1,90,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,75.52970589993413,1.1998643000006268,0.9322158000004492
0,0.0,0.0,0.0,0.910311410605358,2,1,270,,1.0,75.52970589993413,1.1828918000001067,0.7001066000002538
0,0.0,0.0,0.0,1.159875875019664,3,1,0,,1.0,75.52970589993413,0.09984210000038729,0.7151951000005283
0,0.0,0.0,0.0,-0.0876774679404745,4,1,180,,1.0,75.52970589993413,0.09985500000038883,0.9331873999999516
0,0.0,0.0,0.0,1.7394728430619864,5,1,75,,1.0,75.52970589993413,0.10082539999984874,0.7831943000001047
0,0.0,0.0,0.0,0.0738994948286888,6,1,60,,1.0,75.52970589993413,0.08186149999983172,0.8331537999993088
0,0.0,0.0,0.0,-1.7037418617936928,7,1,315,,1.0,75.52970589993413,0.13183130000015808,0.5682096999998976
0,0.0,0.0,0.0,2.1880649879418117,8,1,30,,1.0,75.52970589993413,0.08387450000009267,0.5671614000002592
0,0.0,0.0,0.0,-1.1033737544692337,9,1,225,,1.0,75.52970589993413,0.06687930000043707,0.8831884000001082
0,0.0,0.0,0.0,-2.083039001766456,10,1,135,,1.0,75.52970589993413,0.10096369999973831,0.7311776999995345
0,0.0,0.0,0.0,-1.2502659939021654,11,1,45,,1.0,75.52970589993413,0.08383309999953781,0.5321796999996877
0,0.0,0.0,0.0,1.1309874416711958,12,1,15,,1.0,75.52970589993413,0.11778640000011364,1.0002363000003243
0,0.0,0.0,0.0,2.054579584144554,13,2,0,,1.0,75.52970589993413,0.11685159999979078,0.8991550000000643
0,0.0,0.0,0.0,-0.3233248090097317,14,2,45,,1.0,75.52970589993413,0.0658290000001216,0.5842900000006921
0,0.0,0.0,0.0,0.8245240634362283,15,2,30,,1.0,75.52970589993413,0.08389110000007349,0.49915930000042863
0,0.0,0.0,0.0,-1.7579606415028983,16,2,315,,1.0,75.52970589993413,0.11688020000019606,0.6821311000003334
0,0.0,0.0,0.0,-0.4941696148725973,17,2,90,,1.0,75.52970589993413,0.11485350000020844,0.5350728000003073
0,0.0,0.0,0.0,-0.0977803068592435,18,2,180,,1.0,75.52970589993413,0.09978950000004261,0.5002033999999185
0,0.0,0.0,0.0,1.0696162980351034,19,2,15,,1.0,75.52970589993413,0.1009118000001763,0.6161508999994112
0,0.0,0.0,0.0,-1.4248403560236205,20,2,135,,1.0,75.52970589993413,0.09880189999967115,0.8012073999998393
0,0.0,0.0,0.0,1.66099608865,21,2,225,,1.0,75.52970589993413,0.08383649999996123,0.5001822000003813
0,0.0,0.0,0.0,-1.3777170740327285,22,2,60,,1.0,75.52970589993413,0.10087419999945269,0.4331359000007069
