,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,0.4611347555176934,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,62.10272896905237,0.09983909999937168,0.5172199000007822
0,0.0,0.0,0.0,1.9135162748545536,2,1,270,,1.0,62.10272896905237,0.09985609999785083,0.5341505999967922
0,0.0,0.0,0.0,0.5628433816279086,3,1,315,,1.0,62.10272896905237,0.11380789999748231,0.5022132999984024
0,0.0,0.0,0.0,1.3528228682699843,4,1,225,,1.0,62.10272896905237,0.09982619999937015,0.48415989999921294
0,0.0,0.0,0.0,1.172449703817614,5,1,135,,1.0,62.10272896905237,0.1168571999987762,0.4331893999988097
0,0.0,0.0,0.0,0.5791555434645849,6,1,105,,1.0,62.10272896905237,0.09982840000157012,0.5012205999992148
0,0.0,0.0,0.0,1.3795657993114918,7,1,90,,1.0,62.10272896905237,0.09982680000030086,0.4501778000012564
0,0.0,0.0,0.0,0.3289021652380011,8,1,120,,1.0,62.10272896905237,0.11685930000021472,0.45017789999837987
0,0.0,0.0,0.0,-1.5202603458243849,9,1,45,,1.0,62.10272896905237,0.09982099999979255,0.6331963000011456
0,0.0,0.0,0.0,-0.9855970193016028,10,1,150,,1.0,62.10272896905237,1.0988559000034002,0.0841906999994535
0,0.0,0.0,0.0,-2.016199587718495,11,1,165,,1.0,62.10272896905237,0.13282229999822448,0.43418080000265036
0,0.0,0.0,0.0,1.6097209482559918,12,1,180,,1.0,62.10272896905237,0.16483439999865368,0.6851612999998906
0,0.0,0.0,0.0,0.8243970888821288,13,2,270,,1.0,140.6544208226407,0.0998407999977644,0.6671871000035026
0,0.0,0.0,0.0,-0.8836387431232751,14,2,90,,1.0,140.6544208226407,0.1158636000000115,0.6001508000008471
0,0.0,0.0,0.0,0.5323714130268205,15,2,0,,1.0,140.6544208226407,0.14885990000038873,0.6852049000008265
0,0.0,0.0,0.0,-0.5381890830207496,16,2,165,,1.0,140.6544208226407,0.09983289999945555,0.6162010000007285
0,0.0,0.0,0.0,-0.1994422527817614,17,2,150,,1.0,140.6544208226407,0.09986209999988205,0.5661549000033119
0,0.0,0.0,0.0,-2.38519586990009,18,2,135,,1.0,140.6544208226407,0.116858699999284,0.48314050000044517
0,0.0,0.0,0.0,0.8161470192357967,19,2,105,,1.0,140.6544208226407,0.13385010000274633,0.46620590000020457
0,0.0,0.0,0.0,-0.0372903174061785,20,2,180,,1.0,140.6544208226407,0.13282429999890155,0.40021840000190423
0,0.0,0.0,0.0,-0.6119012618297541,21,2,315,,1.0,140.6544208226407,0.14888870000140741,0.4161488999998255
0,0.0,0.0,0.0,0.0791955718852835,22,2,120,,1.0,140.6544208226407,0.09981759999936912,0.48422500000015134
0,0.0,0.0,0.0,2.5860313593121447,23,2,225,,1.0,140.6544208226407,0.11684210000021267,0.4661589000024833
0,0.0,0.0,0.0,-0.997225181583051,24,2,45,,1.0,140.6544208226407,0.09984249999979511,0.4671636999992188
0,0.0,0.0,0.0,0.0774581510844298,25,3,150,,1.0,140.6544208226407,0.09983540000030189,0.41719889999876614
0,0.0,0.0,0.0,-1.6411157792875015,26,3,165,,1.0,140.6544208226407,0.1328670000002603,0.43418780000138213
0,0.0,0.0,0.0,0.0896438063398034,27,3,315,,1.0,140.6544208226407,0.14782180000111111,0.8522045999998227
0,0.0,0.0,0.0,2.7797823941253337,28,3,180,,1.0,140.6544208226407,0.118939700001647,0.4811951000010595
0,0.0,0.0,0.0,-1.629392528897217,29,3,270,,1.0,140.6544208226407,0.11684000000241213,0.533176299999468
0,0.0,0.0,0.0,-0.3794198914674138,30,3,45,,1.0,140.6544208226407,0.11586460000035004,0.5001666999996814
0,0.0,0.0,0.0,1.3982996910206384,31,3,0,,1.0,140.6544208226407,0.11681409999800962,0.4171868999983417
0,0.0,0.0,0.0,1.82462989959734,32,3,225,,1.0,140.6544208226407,0.09982740000123158,0.48316710000290186
0,0.0,0.0,0.0,-0.142191019087294,33,3,120,,1.0,140.6544208226407,0.11587280000094324,0.5171948999995948
0,0.0,0.0,0.0,-0.6638532987613941,34,3,135,,1.0,140.6544208226407,0.13180980000106501,0.4852135000000999
0,0.0,0.0,0.0,-0.0903307391039409,35,3,105,,1.0,140.6544208226407,0.13386050000190153,0.49920750000092085
0,0.0,0.0,0.0,1.451611027342913,36,3,90,,1.0,140.6544208226407,0.11584700000094017,0.48418470000251546
0,0.0,0.0,0.0,-0.2114303812376159,37,4,165,,1.0,140.6544208226407,0.13474139999743784,0.4502820999987307
0,0.0,0.0,0.0,0.7542811420517604,38,4,105,,1.0,140.6544208226407,0.13182940000115195,0.46821020000061253
0,0.0,0.0,0.0,0.608649677429846,39,4,315,,1.0,140.6544208226407,0.1181670000005397,0.5511987999998382
0,0.0,0.0,0.0,0.309094363030322,40,4,0,,1.0,140.6544208226407,0.09984849999818834,0.5671752999987802
0,0.0,0.0,0.0,-0.9931108287562148,41,4,120,,1.0,140.6544208226407,0.13183480000225245,0.48422520000167424
0,0.0,0.0,0.0,1.600435337461621,42,4,135,,1.0,140.6544208226407,0.13284059999932651,0.46719089999896823
0,0.0,0.0,0.0,0.74456173814539,43,4,180,,1.0,140.6544208226407,0.13300229999731528,0.46715670000048704
0,0.0,0.0,0.0,-0.1392995897269232,44,4,270,,1.0,140.6544208226407,0.11689210000258754,0.6671624000009615
0,0.0,0.0,0.0,-2.7273443714608074,45,4,150,,1.0,140.6544208226407,0.1158618999979808,0.4681264999999257
0,0.0,0.0,0.0,-1.311245169696119,46,4,225,,1.0,140.6544208226407,0.10081309999804944,0.4991775999988022
0,0.0,0.0,0.0,-1.2035638724983495,47,4,45,,1.0,140.6544208226407,0.09986979999666801,0.4671596000007412
0,0.0,0.0,0.0,-0.4075040761161382,48,4,90,,1.0,140.6544208226407,0.11686479999843868,0.4661502000017208
0,0.0,0.0,0.0,0.890643439017493,49,5,270,,1.0,140.6544208226407,0.1167420999991009,0.51626319999923
0,0.0,0.0,0.0,-1.0605008141956591,50,5,225,,1.0,140.6544208226407,0.11688819999835687,0.6171762999983912
0,0.0,0.0,0.0,-0.6101676913938301,51,5,45,,1.0,140.6544208226407,0.09984600000097998,0.416143499998725
0,0.0,0.0,0.0,-0.2819511378102289,52,5,180,,1.0,140.6544208226407,0.13173509999978705,0.41826399999990826
