,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,-0.4460427605148293,1,1,90,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,38.08877288097532,0.1828349999996135,0.9172462999995332
0,0.0,0.0,0.0,0.910311410605358,2,1,270,,1.0,38.08877288097532,0.1668796999983897,0.7001405000009981
0,0.0,0.0,0.0,1.159875875019664,3,1,0,,1.0,38.08877288097532,0.1328758999989077,0.8321694000005664
0,0.0,0.0,0.0,-0.0876774679404745,4,1,180,,1.0,38.08877288097532,0.11585750000085682,0.9991945000001579
0,0.0,0.0,0.0,1.7394728430619864,5,1,75,,1.0,38.08877288097532,0.14984050000202842,0.7171801000004052
0,0.0,0.0,0.0,0.0738994948286888,6,1,60,,1.0,38.08877288097532,0.13380070000130218,0.7172533000011754
0,0.0,0.0,0.0,-1.7037418617936928,7,1,315,,1.0,38.08877288097532,0.16680709999855026,0.7001878999981273
0,0.0,0.0,0.0,2.1880649879418117,8,1,30,,1.0,38.08877288097532,0.13382009999986622,0.7162109999990207
0,0.0,0.0,0.0,-1.1033737544692337,9,1,225,,1.0,38.08877288097532,0.2318453000007139,0.6332153999974253
0,0.0,0.0,0.0,-2.083039001766456,10,1,135,,1.0,38.08877288097532,0.21685290000095847,0.5821953000013309
0,0.0,0.0,0.0,-1.2502659939021654,11,1,45,,1.0,38.08877288097532,0.11689560000013444,0.6831652999971993
0,0.0,0.0,0.0,1.1309874416711958,12,1,15,,1.0,38.08877288097532,0.168841099999554,0.5161783000003197
0,0.0,0.0,0.0,2.054579584144554,13,2,0,,1.0,38.08877288097532,0.11584559999755584,0.6161704000005557
0,0.0,0.0,0.0,-0.3233248090097317,14,2,45,,1.0,38.08877288097532,0.11781110000083572,0.6002254999984871
0,0.0,0.0,0.0,0.8245240634362283,15,2,30,,1.0,38.08877288097532,0.1338560999975016,1.0001684999988356
0,0.0,0.0,0.0,-1.7579606415028983,16,2,315,,1.0,38.08877288097532,0.16686140000092564,0.6651770000025863
0,0.0,0.0,0.0,-0.4941696148725973,17,2,90,,1.0,38.08877288097532,0.16681600000083563,0.8662106999981916
0,0.0,0.0,0.0,-0.0977803068592435,18,2,180,,1.0,38.08877288097532,0.21584400000210735,0.5652031999998144
0,0.0,0.0,0.0,1.0696162980351034,19,2,15,,1.0,38.08877288097532,0.1498691000015242,0.6161775000000489
0,0.0,0.0,0.0,-1.4248403560236205,20,2,135,,1.0,38.08877288097532,0.28485299999738345,0.8982052999999723
0,0.0,0.0,0.0,1.66099608865,21,2,225,,1.0,38.08877288097532,0.23181539999859524,0.5682004000009329
0,0.0,0.0,0.0,-1.3777170740327285,22,2,60,,1.0,38.08877288097532,0.21682249999867054,0.7832168999993883
