,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,-0.4460427605148293,1,1,90,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,60.376251248826186,2.332861200000025,0.04918369999995775
0,0.0,0.0,0.0,0.910311410605358,2,1,270,,1.0,60.376251248826186,0.16682860000014443,0.8150648000000729
0,0.0,0.0,0.0,1.159875875019664,3,1,0,,1.0,60.376251248826186,0.1998462000001382,1.5011709999998857
0,0.0,0.0,0.0,-0.0876774679404745,4,1,180,,1.0,60.376251248826186,0.1677451000000474,2.0333251000001837
0,0.0,0.0,0.0,1.7394728430619864,5,1,75,,1.0,60.376251248826186,0.23282380000000558,1.1842180000001008
0,0.0,0.0,0.0,0.0738994948286888,6,1,60,,1.0,60.376251248826186,0.39985269999988304,0.7331719999999677
0,0.0,0.0,0.0,-1.7037418617936928,7,1,315,,1.0,60.376251248826186,1.1168167000000722,0.7311052000000018
0,0.0,0.0,0.0,2.1880649879418117,8,1,30,,1.0,60.376251248826186,0.9849501999999575,0.7150819000000865
0,0.0,0.0,0.0,-1.1033737544692337,9,1,225,,1.0,60.376251248826186,1.3998670000000857,1.0151903000000857
0,0.0,0.0,0.0,-2.083039001766456,10,1,135,,1.0,60.376251248826186,1.0169627000000219,0.8511848000000555
0,0.0,0.0,0.0,-1.2502659939021654,11,1,45,,1.0,60.376251248826186,0.8338497999998253,0.7000524999998561
0,0.0,0.0,0.0,1.1309874416711958,12,1,15,,1.0,60.376251248826186,1.0338782999999694,2.133208000000195
0,0.0,0.0,0.0,2.054579584144554,13,2,0,,1.0,60.376251248826186,1.1828319999999621,0.9332451000000219
0,0.0,0.0,0.0,-0.3233248090097317,14,2,45,,1.0,60.376251248826186,1.3008193000000574,1.2162152999999307
0,0.0,0.0,0.0,0.8245240634362283,15,2,30,,1.0,60.376251248826186,0.8327351000000363,1.767301899999893
0,0.0,0.0,0.0,-1.7579606415028983,16,2,315,,1.0,60.376251248826186,0.8998468000002049,1.2172049000000698
0,0.0,0.0,0.0,-0.4941696148725973,17,2,90,,1.0,60.376251248826186,0.44982329999993453,0.9171928000000662
0,0.0,0.0,0.0,-0.0977803068592435,18,2,180,,1.0,60.376251248826186,1.0019649000000754,0.5321883999999955
0,0.0,0.0,0.0,1.0696162980351034,19,2,15,,1.0,60.376251248826186,0.19984950000002755,0.451147500000161
0,0.0,0.0,0.0,-1.4248403560236205,20,2,135,,1.0,60.376251248826186,0.19885569999996733,0.6012076000001798
0,0.0,0.0,0.0,1.66099608865,21,2,225,,1.0,60.376251248826186,0.21587959999988016,0.5321877000001223
0,0.0,0.0,0.0,-1.3777170740327285,22,2,60,,1.0,60.376251248826186,0.19980979999991177,0.6002043000000867
0,0.0,0.0,0.0,-0.3606812873418583,23,2,75,,1.0,146.91369260525585,0.18284080000012182,0.5671602000002167
0,0.0,0.0,0.0,-1.3962298866984266,24,2,270,,1.0,146.91369260525585,0.2498703999999634,0.4001662999999098
0,0.0,0.0,0.0,-0.3748156217518193,25,3,315,,1.0,146.91369260525585,0.1658886000000166,0.4342027000000144
0,0.0,0.0,0.0,0.0299416931568917,26,3,15,,1.0,146.91369260525585,0.1498708000001443,0.6491814000000886
0,0.0,0.0,0.0,1.6830454908895174,27,3,30,,1.0,146.91369260525585,0.11585109999987253,0.6331522000000405
0,0.0,0.0,0.0,-1.4495974160925165,28,3,45,,1.0,146.91369260525585,0.11683620000007977,1.3001996000000418
0,0.0,0.0,0.0,-1.6278256703354128,29,3,0,,1.0,146.91369260525585,0.19989350000014383,0.632227900000089
0,0.0,0.0,0.0,0.5978658958824007,30,3,225,,1.0,146.91369260525585,0.1668833999999606,0.48317310000015823
