,condition,trial,sub_task,x,y,xt,yt,cat,resp,rt,acc,correct_resp
0,2F4K,1,2,55.43535984881715,42.64839376301809,1.5834384567575168,45.95866156590871,1,v,1.3705435000001671,correct,v
1,2F4K,2,1,73.30322774259162,62.616302318676645,2.2959589250522328,62.9643297602317,2,c,1.6268790999993143,incorrect,n
2,2F4K,3,1,32.92685696298704,55.26999184950098,0.9915831829229352,57.01913879523757,1,n,2.8960815000000366,incorrect,c
3,2F4K,4,2,50.20331724711839,68.85947579700327,1.420205321232508,67.51638035750311,2,v,1.9956758999996964,incorrect,b
4,2F4K,5,1,41.90015120517622,50.33398416817212,1.194994962181816,52.77321824411158,1,n,1.8500389000000723,incorrect,c
5,2F4K,6,1,41.81169109790005,26.72990085890677,1.192798817864512,32.19742697665442,2,n,1.2795275999997102,correct,n
6,2F4K,7,2,63.90882305065547,50.49326754213899,1.888531295695067,52.91245652671386,1,v,1.449461799999881,correct,v
7,2F4K,8,1,60.22244774021521,43.63950505183171,1.7491735428677089,46.84317692706832,2,c,1.5161668000000645,incorrect,n
8,2F4K,9,2,75.80910692979975,63.17384020266043,2.4187693585886705,63.39178104713388,1,v,0.7446185999997397,correct,v
9,2F4K,10,2,44.67386569325353,58.400134358237935,1.265946091345585,59.61749024002274,2,v,2.3416747000001124,incorrect,b
10,2F4K,11,1,41.01993009929505,35.756337634875926,1.173321113542058,39.8459112423564,2,n,1.3402125000002343,correct,n
11,2F4K,12,1,65.53481782073558,58.246004021351055,1.9534773589795529,59.49161950850284,2,n,1.479818100000557,correct,n
12,2F4K,13,1,38.58040693644298,50.76933162270127,1.1152848333695422,53.15348411638159,1,c,5.0,correct,c
13,2F4K,14,2,45.95218634815039,60.39668844807978,1.300048630277529,61.22643348930923,2,v,0.7574997000001531,incorrect,b
14,2F4K,15,1,50.52783025812953,62.265691171923,1.4298213579206378,62.69360228739341,1,n,1.0125307999996949,incorrect,c
15,2F4K,16,1,50.24952400649172,64.88250784409365,1.4215705707240016,64.67750794565683,1,c,1.2391889999998966,correct,c
16,2F4K,17,2,39.36164163146479,25.499979214521336,1.133550958824075,31.20875864853985,1,b,1.1338525999999547,incorrect,v
17,2F4K,18,2,56.51821344045312,70.46550442801251,1.6194976820224292,68.59660875084289,2,v,1.2979671000002782,incorrect,b
18,2F4K,19,1,62.86630208636644,49.45617068822431,1.8480311344836704,52.00376398751837,2,c,1.4069657999998526,incorrect,n
19,2F4K,20,1,56.91659755057071,39.78640245120738,1.6329695922375045,43.407442860991225,2,n,2.4461020999997345,correct,n
20,2F4K,21,1,65.75741751101069,47.02949533925529,1.962540634425588,49.86099333918476,2,n,1.2673666000000594,correct,n
21,2F4K,22,1,64.15330312498521,73.14406890914864,1.8981566954651,70.306476045553,1,n,0.7262986000005185,incorrect,c
22,2F4K,23,1,63.669754383122594,51.8574250681212,1.879166150661734,54.09960205851003,2,n,0.7324911000005159,correct,n
23,2F4K,24,1,46.65234444141612,57.996902468255975,1.3191149904031194,59.28770952814024,1,c,1.1035529999999198,correct,c
24,2F4K,25,2,41.17313723975169,51.98260961059386,1.1770651027746482,54.208031705806405,2,v,1.2430027000000337,incorrect,b
25,2F4K,26,1,60.05493237017503,42.20286982771017,1.7430910992913708,45.56106013946012,2,c,0.8309546999998929,incorrect,n
26,2F4K,27,2,58.986750804297664,65.35981271991794,1.704800030600333,65.02987976482318,2,b,1.0491643999994267,correct,b
27,2F4K,28,2,58.599182435936726,51.850670457940126,1.6911158242449484,54.09374892722506,1,b,1.376654900000176,incorrect,v
