,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557602738173203,1,1,0,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0,-1.4943335912665374,0.08316591696348041,0.5184206248959526
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9393032814146105,2,2,0,none,0.0,0.9710219310791666,0.09924358304124326,1.518869666964747
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609366564710196,3,3,0,none,0.0,-2.626405638290746,0.14465408399701118,0.6367469159886241
0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557602738173203,1,0,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0,4.398705354995532,0.14493558299727738,0.5237833749270067
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90,86.8778695378843,0.05965587500031688,0.37506691599992337
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,90,90.5729386976835,0.07522687500022585,0.352352375000919
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,90,90.53545898556453,0.05773970800146344,0.31747270800042315
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,90,90.0,0.04163625000001048,0.39174883300074725
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,90,90.29841281999488,0.05894770799932303,0.5700181669999438
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,90,89.10946374663943,0.05493954199846485,0.4160675419989275
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,90,92.3037603246002,0.152789625000878,0.3172244999987015
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,90,92.99530328760274,0.06654720799997449,0.3254884169982688
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,90,89.68519119261092,0.0835523749992717,0.4587526670002262
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,90,90.0,0.20211954100159346,0.05114845799835166
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,90,95.71059313749964,0.027845749998959946,0.44972999999663443
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,11,90,87.6029714699404,0.07696458400096162,0.15150062500106287
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12,90,91.31691240579327,0.06388399999923422,0.029671959000552306
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,13,90,87.71951467531814,0.07682837499669404,0.40965479199803667
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,14,90,89.66494078139087,0.863471083001059,0.6856906249995518
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,15,90,93.61733313688215,0.06536891700307024,0.23802166699897498
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,16,90,84.38779677067514,0.06544741700054146,0.03934766599923023
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,17,90,89.07595464722728,0.07613558400043985,0.300407582999469
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19,18,90,87.99044618697886,0.05258970800059615,0.11381424999854062
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,19,90,90.0,0.06039737500032061,0.35159316700082854
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.560475777460802,21,20,90,87.6386253418244,0.05826458400042611,0.2842132500009029
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.866379364760366,22,21,90,89.33380002981686,1.5045895420007582,0.4690828329985379
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.779086546347369,23,22,90,90.0,0.4107697500003269,0.09157966699785902
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-5.715905491931231,24,23,90,87.83308531681334,0.06644712500201422,0.4383250840000983
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.91748576118598,25,24,90,90.0,0.051683374997082865,0.45910179099882953
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.342847013166175,26,25,90,83.62281937639264,0.04850616600015201,0.4444909580015519
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.275175472366028,27,26,90,86.63353933657021,0.06824658299956354,0.3994570409995504
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.270290585257625,28,27,90,87.58897025338877,0.04326416600088123,0.358693709000363
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.14038124593759,29,28,90,86.61548204769025,0.06221579200064298,0.4763447080003971
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.725945694139831,30,29,90,85.45800431973326,0.041294790997199016,0.4445040840000729
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.597045573887018,31,30,90,89.74074484849861,0.06016645899944706,0.4738013749993115
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.309395994495866,32,31,90,85.51539399045538,0.08471087499856367,0.04220333400007803
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.040183750253432,33,32,90,89.73596601874088,0.04310191699914867,0.3747519579992513
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.276684013670131,34,33,90,88.41764607738139,0.03391208299944992,0.3661737920010637
