,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle,target_angle,no_uncertainty,low_uncertainty,high_uncertainty,unlimited_uncertainty,endpoint_theta,movement_time,movement_initiation_time
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90,0.0,0.0,0.0,0.0,96.4395737718337,0.31495250000011765,0.352103599999964
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,90,0.0,0.0,0.0,0.0,95.38131243116214,0.2660570000000462,0.483235200000081
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.910643906764156,3,2,90,0.0,0.0,0.0,1.0,92.18576608188714,0.21681579999994938,0.3822219999999561
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.593702962942522,4,3,90,0.0,0.0,1.0,0.0,86.77964752437039,0.11582679999992251,0.2823116000001846
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.977656477862418,5,4,90,1.0,0.0,0.0,0.0,93.09492445450722,0.14879159999986769,0.3181394000000637
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.94296355491785,6,5,90,0.0,1.0,0.0,0.0,88.34212134863431,0.16581059999998615,0.28314469999986613
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,90,0.0,0.0,0.0,0.0,94.30275005038072,0.23279920000004495,0.3502035999999862
