,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle,target_angle,instruct,endpoint_theta
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,120,Please reach directly to the target such that the cursor slices through the target.,116.63640329400717
